---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.139e+00  [0 1.000e+00 1.000e+00 2.815e-04]  [5 -17 83]
 NS 1-2  2.161e+00  [-68 3.828e-04 3.828e-04 2.024e-04]  [4 -17 81]
 NS 1-3  3.110e+00  [-140 9.232e-08 9.232e-08 2.749e-04]  [4 -16 79]
 NS 1-4  3.883e+00  [-211 2.786e-11 2.786e-11 3.152e-04]  [4 -15 75]
 NS 1-5  4.625e+00  [-250 3.107e-13 3.107e-13 2.292e-04]  [3 -17 71]
 NS 2-1  5.409e+00  [0 1.000e+00 3.525e+01 9.798e-04]  [2 -17 76]
 NS 2-2  6.332e+00  [-60 9.807e-04 3.457e-02 2.401e-04]  [4 -18 78]
 NS 2-3  7.296e+00  [-131 2.705e-07 9.536e-06 2.175e-04]  [4 -18 79]
 NS 2-4  8.186e+00  [-203 6.469e-11 2.281e-09 2.644e-04]  [4 -16 78]
 NS 2-5s 9.132e+00  [-274 1.920e-14 6.770e-13 3.082e-04]  [4 -16 79]
 NS 3-1  1.030e+01  [0 1.000e+00 3.493e+01 3.903e-04]  [3 -17 53]
 NS 3-2  1.138e+01  [-68 3.914e-04 1.367e-02 2.321e-04]  [4 -17 77]
 NS 3-3  1.240e+01  [-138 1.225e-07 4.280e-06 2.296e-04]  [4 -16 81]
 NS 3-4  1.338e+01  [-209 3.376e-11 1.179e-09 2.800e-04]  [4 -15 79]
 NS 3-5  1.432e+01  [-274 1.939e-14 6.774e-13 2.090e-04]  [4 -16 79]
 NS 4-1  1.499e+01  [0 1.000e+00 4.213e+01 8.700e-04]  [2 -19 71]
 NS 4-2  1.596e+01  [-61 8.702e-04 3.666e-02 2.796e-04]  [4 -18 80]
 NS 4-3  1.694e+01  [-129 3.535e-07 1.489e-05 2.035e-04]  [4 -18 80]
 NS 4-4  1.798e+01  [-199 1.080e-10 4.552e-09 2.183e-04]  [4 -16 81]
 NS 4-5s 1.886e+01  [-267 4.359e-14 1.837e-12 2.201e-04]  [4 -16 77]
 NS 5-1  1.997e+01  [0 1.000e+00 4.906e+01 2.393e-04]  [3 -17 52]
 NS 5-2  2.096e+01  [-72 2.399e-04 1.177e-02 2.439e-04]  [4 -18 79]
 NS 5-3  2.180e+01  [-136 1.446e-07 7.095e-06 9.053e-04]  [3 -17 75]
 NS 5-4  2.264e+01  [-197 1.380e-10 6.772e-09 2.990e-04]  [4 -17 76]
