---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  5.860e-01  [0 1.000e+00 1.000e+00 3.680e-04]  [5 -17 79]
 NS 1-2  1.101e+00  [-64 5.735e-04 5.735e-04 2.373e-04]  [4 -17 75]
 NS 1-3  1.609e+00  [-136 1.472e-07 1.472e-07 3.863e-04]  [4 -16 76]
 NS 1-4  2.108e+00  [-204 6.264e-11 6.264e-11 3.482e-04]  [4 -15 75]
 NS 1-5  2.495e+00  [-249 3.224e-13 3.224e-13 3.097e-04]  [3 -17 66]
 NS 2-1  2.926e+00  [0 1.000e+00 3.630e+01 2.749e-04]  [3 -16 71]
 NS 2-2  3.433e+00  [-71 2.777e-04 1.008e-02 3.011e-04]  [4 -16 76]
 NS 2-3  3.954e+00  [-140 9.624e-08 3.493e-06 3.545e-04]  [4 -16 76]
 NS 2-4  4.464e+00  [-208 3.791e-11 1.376e-09 3.620e-04]  [4 -16 76]
 NS 2-5  4.966e+00  [-276 1.529e-14 5.550e-13 3.826e-04]  [4 -15 74]
 NS 3-1  5.397e+00  [0 1.000e+00 3.541e+01 4.729e-04]  [3 -17 71]
 NS 3-2  5.910e+00  [-66 4.749e-04 1.682e-02 2.617e-04]  [4 -16 76]
 NS 3-3  6.424e+00  [-135 1.647e-07 5.833e-06 2.806e-04]  [4 -17 76]
 NS 3-4  6.942e+00  [-205 5.542e-11 1.963e-09 3.674e-04]  [4 -15 76]
 NS 3-5  7.450e+00  [-271 2.765e-14 9.791e-13 2.948e-04]  [4 -16 73]
 NS 4-1  7.885e+00  [0 1.000e+00 4.286e+01 2.187e-04]  [3 -16 71]
 NS 4-2  8.398e+00  [-72 2.291e-04 9.817e-03 3.584e-04]  [4 -16 76]
 NS 4-3  8.913e+00  [-139 1.102e-07 4.725e-06 3.327e-04]  [4 -17 76]
 NS 4-4  9.426e+00  [-205 5.407e-11 2.317e-09 2.711e-04]  [4 -15 76]
 NS 4-5  9.923e+00  [-271 2.794e-14 1.198e-12 2.593e-04]  [4 -16 73]
 NS 5-1  1.035e+01  [0 1.000e+00 5.017e+01 2.675e-04]  [3 -17 72]
 NS 5-2  1.087e+01  [-71 2.696e-04 1.353e-02 2.611e-04]  [4 -18 76]
 NS 5-3  1.138e+01  [-136 1.493e-07 7.489e-06 1.984e-04]  [4 -17 76]
 NS 5-4  1.187e+01  [-204 6.100e-11 3.060e-09 2.735e-04]  [4 -16 74]
 NS 5-5s 1.235e+01  [-267 3.987e-14 2.000e-12 2.507e-04]  [4 -17 73]
 NS 6-1  1.297e+01  [0 1.000e+00 6.476e+01 6.226e-04]  [2 -15 38]
 NS 6-2  1.348e+01  [-64 6.245e-04 4.044e-02 2.813e-04]  [4 -16 75]
 NS 6-3  1.390e+01  [-122 7.582e-07 4.910e-05 8.504e-04]  [3 -16 71]
 NS 6-4  1.441e+01  [-182 7.381e-10 4.780e-08 3.161e-04]  [4 -16 76]
 NS 6-5  1.493e+01  [-243 6.315e-13 4.089e-11 2.357e-04]  [4 -17 74]
 NS 7-1  1.528e+01  [0 1.000e+00 8.300e+01 6.670e-04]  [2 -14 65]
 NS 7-2  1.579e+01  [-63 6.668e-04 5.535e-02 2.554e-04]  [4 -17 76]
 NS 7-3  1.623e+01  [-120 9.611e-07 7.977e-05 5.589e-04]  [3 -17 72]
 NS 7-4  1.674e+01  [-181 8.027e-10 6.663e-08 2.794e-04]  [4 -17 76]
 NS 7-5  1.725e+01  [-242 7.616e-13 6.321e-11 2.431e-04]  [4 -15 74]
 NS 8-1  1.760e+01  [0 1.000e+00 1.024e+02 3.152e-04]  [2 -17 65]
 NS 8-2  1.811e+01  [-69 3.191e-04 3.269e-02 2.731e-04]  [4 -17 75]
 NS 8-3  1.854e+01  [-127 4.130e-07 4.231e-05 7.423e-04]  [3 -16 72]
 NS 8-4  1.905e+01  [-187 4.392e-10 4.499e-08 2.081e-04]  [4 -18 76]
 NS 8-5  1.947e+01  [-245 5.313e-13 5.443e-11 7.547e-04]  [3 -16 68]
 NS 9-1  1.982e+01  [0 1.000e+00 1.244e+02 3.974e-04]  [2 -16 64]
 NS 9-2  2.033e+01  [-67 3.991e-04 4.966e-02 2.753e-04]  [4 -17 76]
 NS 9-3  2.076e+01  [-123 6.864e-07 8.540e-05 6.095e-04]  [3 -17 71]
 NS 9-4  2.127e+01  [-181 8.674e-10 1.079e-07 2.553e-04]  [4 -17 76]
 NS 9-5  2.171e+01  [-238 1.197e-12 1.489e-10 8.829e-04]  [3 -16 70]
 NS 10-1  2.206e+01  [0 1.000e+00 1.464e+02 3.133e-04]  [2 -17 65]
 NS 10-2  2.256e+01  [-69 3.178e-04 4.651e-02 2.221e-04]  [4 -17 76]
 NS 10-3  2.299e+01  [-126 4.491e-07 6.573e-05 6.671e-04]  [3 -17 72]
