---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.520e-01  [0 1.000e+00 1.000e+00 3.302e-04]  [5 -17 80]
 NS 1-2  1.138e+00  [-64 5.816e-04 5.816e-04 9.078e-04]  [3 -18 72]
 NS 1-3  1.707e+00  [-125 5.331e-07 5.331e-07 2.573e-04]  [4 -18 76]
 NS 1-4  2.278e+00  [-196 1.530e-10 1.530e-10 2.689e-04]  [4 -16 76]
 NS 1-5  2.725e+00  [-249 3.476e-13 3.476e-13 3.923e-04]  [3 -17 67]
 NS 2-1  3.208e+00  [0 1.000e+00 3.616e+01 2.405e-04]  [3 -16 72]
 NS 2-2  3.776e+00  [-72 2.441e-04 8.825e-03 2.511e-04]  [4 -16 76]
 NS 2-3  4.346e+00  [-142 7.241e-08 2.618e-06 2.333e-04]  [4 -18 76]
 NS 2-4  4.915e+00  [-213 2.075e-11 7.502e-10 2.188e-04]  [4 -16 76]
 NS 2-5  5.406e+00  [-282 7.101e-15 2.568e-13 2.468e-04]  [4 -15 71]
 NS 3-1  5.888e+00  [0 1.000e+00 3.520e+01 4.730e-04]  [3 -17 72]
 NS 3-2  6.458e+00  [-66 4.758e-04 1.675e-02 2.085e-04]  [4 -17 76]
 NS 3-3  7.033e+00  [-136 1.425e-07 5.016e-06 2.084e-04]  [4 -18 76]
 NS 3-4  7.603e+00  [-207 4.355e-11 1.533e-09 2.599e-04]  [4 -15 76]
 NS 3-5  8.127e+00  [-273 2.159e-14 7.602e-13 2.218e-04]  [4 -16 72]
 NS 4-1  8.610e+00  [0 1.000e+00 4.261e+01 2.049e-04]  [3 -16 72]
 NS 4-2  9.178e+00  [-73 2.171e-04 9.249e-03 2.877e-04]  [4 -17 76]
 NS 4-3  9.753e+00  [-140 9.502e-08 4.049e-06 2.492e-04]  [4 -18 76]
 NS 4-4  1.030e+01  [-207 4.106e-11 1.749e-09 2.424e-04]  [4 -15 75]
 NS 4-5  1.078e+01  [-272 2.365e-14 1.008e-12 9.195e-04]  [3 -16 70]
 NS 5-1  1.126e+01  [0 1.000e+00 4.898e+01 2.754e-04]  [3 -17 72]
 NS 5-2  1.183e+01  [-71 2.784e-04 1.364e-02 2.482e-04]  [4 -17 76]
 NS 5-3  1.232e+01  [-136 1.443e-07 7.067e-06 9.804e-04]  [3 -16 72]
 NS 5-4  1.289e+01  [-196 1.499e-10 7.343e-09 2.471e-04]  [4 -18 77]
 NS 5-5s 1.348e+01  [-261 8.477e-14 4.152e-12 2.410e-04]  [4 -15 75]
 NS 6-1  1.417e+01  [0 1.000e+00 6.335e+01 6.399e-04]  [2 -15 38]
 NS 6-2  1.474e+01  [-63 6.417e-04 4.065e-02 2.410e-04]  [4 -16 76]
 NS 6-3  1.523e+01  [-122 7.804e-07 4.944e-05 5.748e-04]  [3 -17 72]
 NS 6-4  1.581e+01  [-184 5.987e-10 3.793e-08 2.123e-04]  [4 -18 77]
 NS 6-5  1.632e+01  [-246 4.554e-13 2.885e-11 8.800e-04]  [3 -16 71]
 NS 7-1  1.671e+01  [0 1.000e+00 8.096e+01 6.739e-04]  [2 -15 66]
 NS 7-2  1.729e+01  [-63 6.745e-04 5.461e-02 2.484e-04]  [4 -17 76]
 NS 7-3  1.777e+01  [-119 1.044e-06 8.452e-05 5.424e-04]  [3 -17 72]
 NS 7-4  1.834e+01  [-181 8.870e-10 7.182e-08 1.830e-04]  [4 -18 77]
 NS 7-5  1.884e+01  [-241 8.317e-13 6.733e-11 8.219e-04]  [3 -16 71]
 NS 8-1  1.923e+01  [0 1.000e+00 9.994e+01 3.145e-04]  [2 -18 66]
 NS 8-2  1.980e+01  [-69 3.193e-04 3.191e-02 2.368e-04]  [4 -17 76]
 NS 8-3  2.029e+01  [-127 4.350e-07 4.348e-05 5.243e-04]  [3 -16 72]
 NS 8-4  2.087e+01  [-187 4.199e-10 4.196e-08 2.116e-04]  [4 -17 77]
 NS 8-5  2.137e+01  [-246 4.616e-13 4.613e-11 7.142e-04]  [3 -16 71]
 NS 9-1  2.176e+01  [0 1.000e+00 1.213e+02 3.930e-04]  [2 -17 66]
 NS 9-2  2.234e+01  [-68 3.962e-04 4.808e-02 2.772e-04]  [4 -16 77]
 NS 9-3  2.283e+01  [-122 7.214e-07 8.754e-05 6.386e-04]  [3 -17 72]
 NS 9-4  2.333e+01  [-180 9.174e-10 1.113e-07 9.606e-04]  [3 -17 73]
 NS 9-5  2.392e+01  [-235 1.596e-12 1.937e-10 2.444e-04]  [4 -17 75]
 NS 10-1  2.430e+01  [0 1.000e+00 1.427e+02 3.048e-04]  [2 -18 64]
 NS 10-2  2.487e+01  [-70 3.113e-04 4.444e-02 2.024e-04]  [4 -16 76]
 NS 10-3  2.536e+01  [-127 4.287e-07 6.119e-05 7.172e-04]  [3 -17 72]
 NS 10-4  2.594e+01  [-183 6.975e-10 9.956e-08 1.795e-04]  [4 -18 77]
 NS 10-5s 2.643e+01  [-237 1.319e-12 1.883e-10 6.971e-04]  [3 -16 70]
 NS 11-1  2.709e+01  [0 1.000e+00 1.655e+02 3.265e-04]  [2 -18 38]
 NS 11-2  2.766e+01  [-69 3.336e-04 5.520e-02 2.468e-04]  [4 -16 76]
 NS 11-3  2.816e+01  [-123 6.610e-07 1.094e-04 7.331e-04]  [3 -17 72]
 NS 11-4  2.865e+01  [-178 1.219e-09 2.017e-07 8.693e-04]  [3 -18 73]
 NS 11-5  2.924e+01  [-230 2.918e-12 4.827e-10 1.999e-04]  [4 -17 75]
 NS 12-1  2.964e+01  [0 1.000e+00 1.881e+02 3.048e-04]  [2 -18 65]
 NS 12-2  3.021e+01  [-70 3.149e-04 5.922e-02 2.209e-04]  [4 -16 76]
 NS 12-3  3.070e+01  [-123 6.511e-07 1.224e-04 7.448e-04]  [3 -17 72]
 NS 12-4  3.119e+01  [-176 1.418e-09 2.667e-07 8.264e-04]  [3 -18 72]
 NS 12-5  3.169e+01  [-227 4.070e-12 7.654e-10 9.395e-04]  [3 -16 71]
 NS 13-1  3.209e+01  [0 1.000e+00 2.112e+02 3.074e-04]  [2 -18 66]
 NS 13-2  3.266e+01  [-69 3.196e-04 6.751e-02 2.279e-04]  [4 -16 76]
 NS 13-3  3.315e+01  [-122 7.928e-07 1.675e-04 7.555e-04]  [3 -17 72]
 NS 13-4  3.364e+01  [-174 1.975e-09 4.172e-07 7.455e-04]  [3 -18 72]
 NS 13-5  3.414e+01  [-223 6.580e-12 1.390e-09 8.432e-04]  [3 -16 71]
 NS 14-1  3.454e+01  [0 1.000e+00 2.343e+02 3.006e-04]  [2 -18 66]
 NS 14-2  3.510e+01  [-70 3.161e-04 7.406e-02 2.197e-04]  [4 -16 76]
 NS 14-3  3.560e+01  [-121 8.812e-07 2.065e-04 7.537e-04]  [3 -16 72]
 NS 14-4  3.609e+01  [-171 2.529e-09 5.926e-07 6.912e-04]  [3 -18 73]
 NS 14-5  3.659e+01  [-220 9.942e-12 2.330e-09 7.534e-04]  [3 -16 71]
 NS 15-1  3.699e+01  [0 1.000e+00 2.575e+02 2.999e-04]  [2 -18 66]
 NS 15-2  3.756e+01  [-69 3.185e-04 8.201e-02 2.189e-04]  [4 -16 76]
 NS 15-3  3.805e+01  [-119 1.018e-06 2.621e-04 7.563e-04]  [3 -16 72]
 NS 15-4  3.854e+01  [-169 3.336e-09 8.589e-07 6.395e-04]  [3 -18 73]
 NS 15-5s 3.904e+01  [-216 1.523e-11 3.921e-09 6.836e-04]  [3 -16 71]
 NS 16-1  3.970e+01  [0 1.000e+00 2.805e+02 2.974e-04]  [2 -18 39]
 NS 16-2  4.029e+01  [-69 3.200e-04 8.975e-02 2.152e-04]  [4 -16 77]
 NS 16-3  4.078e+01  [-118 1.155e-06 3.238e-04 7.472e-04]  [3 -16 72]
 NS 16-4  4.127e+01  [-167 4.316e-09 1.211e-06 5.924e-04]  [3 -18 73]
 NS 16-5  4.177e+01  [-212 2.278e-11 6.388e-09 6.216e-04]  [3 -16 71]
 NS 17-1  4.217e+01  [0 1.000e+00 3.033e+02 2.968e-04]  [2 -18 66]
 NS 17-2  4.274e+01  [-69 3.235e-04 9.813e-02 2.132e-04]  [4 -16 77]
 NS 17-3  4.323e+01  [-117 1.315e-06 3.989e-04 7.414e-04]  [3 -16 73]
 NS 17-4  4.373e+01  [-165 5.580e-09 1.692e-06 5.518e-04]  [3 -18 73]
 NS 17-5  4.423e+01  [-209 3.371e-11 1.022e-08 5.715e-04]  [3 -15 71]
 NS 18-1  4.463e+01  [0 1.000e+00 3.259e+02 2.961e-04]  [2 -18 66]
 NS 18-2  4.520e+01  [-69 3.275e-04 1.067e-01 2.109e-04]  [4 -16 76]
 NS 18-3  4.570e+01  [-116 1.489e-06 4.853e-04 7.326e-04]  [3 -16 73]
 NS 18-4  4.619e+01  [-162 7.152e-09 2.331e-06 5.178e-04]  [3 -18 73]
 NS 18-5  4.669e+01  [-206 4.905e-11 1.599e-08 5.304e-04]  [3 -15 71]
 NS 19-1  4.709e+01  [0 1.000e+00 3.482e+02 2.962e-04]  [2 -18 66]
 NS 19-2  4.767e+01  [-69 3.327e-04 1.158e-01 2.090e-04]  [4 -16 76]
 NS 19-3  4.816e+01  [-115 1.684e-06 5.864e-04 7.217e-04]  [3 -16 72]
 NS 19-4  4.865e+01  [-160 9.118e-09 3.175e-06 4.908e-04]  [3 -17 72]
 NS 19-5  4.915e+01  [-203 7.030e-11 2.448e-08 4.973e-04]  [3 -15 71]
 NS 20-1  4.954e+01  [0 1.000e+00 3.702e+02 2.958e-04]  [2 -18 65]
 NS 20-2  5.011e+01  [-69 3.379e-04 1.251e-01 2.122e-04]  [4 -16 76]
 NS 20-3  5.060e+01  [-114 1.898e-06 7.025e-04 7.176e-04]  [3 -16 72]
 NS 20-4  5.109e+01  [-158 1.155e-08 4.274e-06 4.587e-04]  [3 -17 73]
 NS 20-5s 5.159e+01  [-200 9.928e-11 3.675e-08 4.646e-04]  [3 -15 71]
 NS 21-1  5.225e+01  [0 1.000e+00 3.918e+02 2.971e-04]  [2 -18 39]
 NS 21-2  5.282e+01  [-69 3.450e-04 1.352e-01 2.060e-04]  [4 -16 76]
 NS 21-3  5.331e+01  [-113 2.128e-06 8.338e-04 7.043e-04]  [3 -16 72]
 NS 21-4  5.380e+01  [-156 1.445e-08 5.663e-06 4.420e-04]  [3 -17 72]
 NS 21-5  5.427e+01  [-197 1.379e-10 5.402e-08 4.689e-04]  [3 -15 69]
 NS 22-1  5.466e+01  [0 1.000e+00 4.130e+02 2.979e-04]  [2 -18 66]
 NS 22-2  5.523e+01  [-69 3.522e-04 1.455e-01 2.049e-04]  [4 -16 76]
 NS 22-3  5.572e+01  [-112 2.381e-06 9.831e-04 6.955e-04]  [3 -16 72]
 NS 22-4  5.620e+01  [-154 1.799e-08 7.430e-06 4.208e-04]  [3 -17 72]
 NS 22-5  5.667e+01  [-194 1.889e-10 7.802e-08 4.429e-04]  [3 -15 69]
 NS 23-1  5.706e+01  [0 1.000e+00 4.337e+02 2.992e-04]  [2 -18 66]
 NS 23-2  5.764e+01  [-68 3.602e-04 1.562e-01 2.037e-04]  [4 -16 76]
 NS 23-3  5.812e+01  [-111 2.654e-06 1.151e-03 6.885e-04]  [3 -16 72]
 NS 23-4  5.861e+01  [-153 2.221e-08 9.632e-06 4.034e-04]  [3 -17 73]
 NS 23-5  5.906e+01  [-191 2.553e-10 1.107e-07 4.208e-04]  [3 -15 67]
 NS 24-1  5.946e+01  [0 1.000e+00 4.540e+02 3.006e-04]  [2 -18 66]
 NS 24-2  6.003e+01  [-68 3.687e-04 1.674e-01 2.027e-04]  [4 -16 76]
 NS 24-3  6.049e+01  [-110 2.950e-06 1.339e-03 7.017e-04]  [3 -16 70]
 NS 24-4  6.097e+01  [-151 2.721e-08 1.235e-05 3.901e-04]  [3 -17 72]
 NS 24-5  6.143e+01  [-189 3.400e-10 1.543e-07 4.016e-04]  [3 -15 68]
 NS 25-1  6.182e+01  [0 1.000e+00 4.737e+02 3.023e-04]  [2 -18 66]
 NS 25-2  6.239e+01  [-68 3.778e-04 1.790e-01 2.020e-04]  [4 -16 76]
 NS 25-3  6.286e+01  [-109 3.269e-06 1.549e-03 6.773e-04]  [3 -16 71]
 NS 25-4  6.335e+01  [-149 3.307e-08 1.567e-05 3.736e-04]  [3 -16 72]
 NS 25-5s 6.377e+01  [-186 4.488e-10 2.126e-07 3.894e-04]  [3 -15 66]
 NS 26-1  6.443e+01  [0 1.000e+00 4.930e+02 3.042e-04]  [2 -18 39]
 NS 26-2  6.499e+01  [-68 3.874e-04 1.910e-01 2.015e-04]  [4 -16 76]
 NS 26-3  6.544e+01  [-108 3.612e-06 1.781e-03 6.652e-04]  [3 -16 69]
 NS 26-4  6.589e+01  [-147 3.991e-08 1.967e-05 3.610e-04]  [3 -16 70]
 NS 26-5  6.633e+01  [-184 5.855e-10 2.886e-07 3.842e-04]  [3 -15 67]
 NS 27-1  6.672e+01  [0 1.000e+00 5.117e+02 3.062e-04]  [2 -18 66]
 NS 27-2  6.729e+01  [-68 3.975e-04 2.034e-01 2.011e-04]  [4 -16 76]
 NS 27-3  6.775e+01  [-107 3.981e-06 2.037e-03 6.615e-04]  [3 -16 71]
 NS 27-4  6.817e+01  [-146 4.784e-08 2.448e-05 3.503e-04]  [3 -16 68]
 NS 27-5  6.864e+01  [-182 7.550e-10 3.863e-07 3.754e-04]  [3 -15 69]
 NS 28-1  6.904e+01  [0 1.000e+00 5.298e+02 3.084e-04]  [2 -18 65]
 NS 28-2  6.961e+01  [-67 4.079e-04 2.161e-01 2.008e-04]  [4 -16 76]
 NS 28-3  7.006e+01  [-107 4.374e-06 2.317e-03 6.582e-04]  [3 -16 70]
 NS 28-4  7.052e+01  [-144 5.698e-08 3.019e-05 3.418e-04]  [3 -16 70]
 NS 28-5  7.099e+01  [-180 9.602e-10 5.087e-07 3.688e-04]  [3 -15 69]
 NS 29-1  7.138e+01  [0 1.000e+00 5.473e+02 3.109e-04]  [2 -18 65]
 NS 29-2  7.195e+01  [-67 4.189e-04 2.293e-01 2.005e-04]  [4 -16 77]
 NS 29-3  7.241e+01  [-106 4.799e-06 2.627e-03 6.586e-04]  [3 -16 70]
 NS 29-4  7.285e+01  [-143 6.744e-08 3.691e-05 3.267e-04]  [3 -16 70]
 NS 29-5  7.332e+01  [-178 1.209e-09 6.615e-07 3.602e-04]  [3 -15 69]
 NS 30-1  7.371e+01  [0 1.000e+00 5.643e+02 3.135e-04]  [2 -18 65]
 NS 30-2  7.428e+01  [-67 4.302e-04 2.427e-01 2.009e-04]  [4 -16 76]
 NS 30-3  7.473e+01  [-105 5.251e-06 2.963e-03 6.506e-04]  [3 -16 70]
 NS 30-4  7.517e+01  [-142 7.936e-08 4.478e-05 3.170e-04]  [3 -16 69]
 NS 30-5s 7.564e+01  [-176 1.509e-09 8.516e-07 3.560e-04]  [3 -16 69]
 NS 31-1  7.630e+01  [0 1.000e+00 5.806e+02 3.160e-04]  [2 -18 39]
 NS 31-2  7.688e+01  [-67 4.416e-04 2.564e-01 2.011e-04]  [4 -16 77]
 NS 31-3  7.737e+01  [-104 5.726e-06 3.324e-03 6.442e-04]  [3 -16 72]
 NS 31-4  7.783e+01  [-140 9.272e-08 5.383e-05 3.074e-04]  [3 -16 71]
 NS 31-5  7.830e+01  [-174 1.862e-09 1.081e-06 3.560e-04]  [3 -16 69]
 NS 32-1  7.869e+01  [0 1.000e+00 5.962e+02 3.188e-04]  [2 -18 66]
 NS 32-2  7.926e+01  [-66 4.535e-04 2.704e-01 2.015e-04]  [4 -16 76]
 NS 32-3  7.971e+01  [-104 6.226e-06 3.712e-03 6.346e-04]  [3 -16 70]
 NS 32-4  8.017e+01  [-139 1.076e-07 6.416e-05 2.988e-04]  [3 -16 70]
 NS 32-5  8.063e+01  [-172 2.282e-09 1.360e-06 3.550e-04]  [3 -16 69]
 NS 33-1  8.102e+01  [0 1.000e+00 6.113e+02 3.217e-04]  [2 -18 65]
 NS 33-2  8.160e+01  [-66 4.656e-04 2.846e-01 2.020e-04]  [4 -16 76]
 NS 33-3  8.205e+01  [-103 6.750e-06 4.126e-03 6.382e-04]  [3 -16 70]
 NS 33-4  8.250e+01  [-138 1.240e-07 7.580e-05 3.109e-04]  [3 -15 70]
 NS 33-5  8.297e+01  [-171 2.770e-09 1.693e-06 3.556e-04]  [3 -16 69]
 NS 34-1  8.336e+01  [0 1.000e+00 6.256e+02 3.248e-04]  [2 -18 65]
 NS 34-2  8.394e+01  [-66 4.781e-04 2.991e-01 2.026e-04]  [4 -16 77]
 NS 34-3  8.438e+01  [-102 7.304e-06 4.570e-03 6.437e-04]  [3 -16 70]
 NS 34-4  8.487e+01  [-136 1.421e-07 8.887e-05 2.897e-04]  [3 -16 72]
 NS 34-5  8.534e+01  [-169 3.334e-09 2.086e-06 3.550e-04]  [3 -16 69]
