---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  8.690e-01  [0 1.000e+00 1.000e+00 2.860e-04]  [5 -17 80]
 NS 1-2  1.532e+00  [-64 6.117e-04 6.117e-04 8.013e-04]  [3 -16 70]
 NS 1-3  2.394e+00  [-125 5.052e-07 5.052e-07 2.332e-04]  [4 -19 77]
 NS 1-4  3.150e+00  [-196 1.435e-10 1.435e-10 2.549e-04]  [4 -16 76]
 NS 1-5  3.818e+00  [-248 3.781e-13 3.781e-13 3.331e-04]  [3 -18 70]
 NS 2-1  4.392e+00  [0 1.000e+00 3.712e+01 9.534e-04]  [2 -17 68]
 NS 2-2  5.204e+00  [-60 9.549e-04 3.545e-02 2.473e-04]  [4 -17 78]
 NS 2-3  6.043e+00  [-130 2.910e-07 1.080e-05 1.955e-04]  [4 -17 77]
 NS 2-4  6.814e+00  [-202 7.132e-11 2.647e-09 2.386e-04]  [4 -15 75]
 NS 2-5s 7.496e+00  [-273 2.060e-14 7.645e-13 2.739e-04]  [4 -16 71]
 NS 3-1  8.587e+00  [0 1.000e+00 3.643e+01 3.843e-04]  [3 -17 48]
 NS 3-2  9.426e+00  [-68 3.887e-04 1.416e-02 2.250e-04]  [4 -17 78]
 NS 3-3  1.028e+01  [-138 1.251e-07 4.556e-06 2.186e-04]  [4 -16 77]
 NS 3-4  1.115e+01  [-208 3.778e-11 1.376e-09 2.489e-04]  [4 -15 78]
 NS 3-5  1.188e+01  [-274 1.969e-14 7.171e-13 8.897e-04]  [3 -17 72]
 NS 4-1  1.247e+01  [0 1.000e+00 4.463e+01 8.584e-04]  [2 -19 68]
 NS 4-2  1.330e+01  [-61 8.603e-04 3.840e-02 2.771e-04]  [4 -18 78]
 NS 4-3  1.405e+01  [-127 4.150e-07 1.853e-05 9.540e-04]  [3 -17 75]
 NS 4-4  1.485e+01  [-187 4.214e-10 1.881e-08 2.300e-04]  [4 -19 78]
 NS 4-5s 1.562e+01  [-252 2.364e-13 1.055e-11 7.707e-04]  [3 -17 74]
 NS 5-1  1.669e+01  [0 1.000e+00 4.912e+01 2.445e-04]  [3 -17 48]
 NS 5-2  1.755e+01  [-72 2.491e-04 1.224e-02 2.385e-04]  [4 -18 77]
 NS 5-3  1.830e+01  [-136 1.494e-07 7.339e-06 7.597e-04]  [3 -18 71]
 NS 5-4  1.914e+01  [-198 1.226e-10 6.020e-09 2.694e-04]  [4 -17 78]
 NS 5-5  1.987e+01  [-260 9.246e-14 4.542e-12 8.215e-04]  [3 -17 72]
 NS 6-1  2.040e+01  [0 1.000e+00 6.421e+01 6.217e-04]  [2 -15 65]
 NS 6-2  2.123e+01  [-64 6.253e-04 4.015e-02 2.669e-04]  [4 -16 76]
 NS 6-3  2.195e+01  [-120 9.544e-07 6.128e-05 5.706e-04]  [3 -17 75]
 NS 6-4  2.271e+01  [-182 7.345e-10 4.716e-08 2.035e-04]  [4 -17 75]
