---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.068e+00  [0 1.000e+00 1.000e+00 2.925e-04]  [5 -17 81]
 NS 1-2  1.779e+00  [-66 4.605e-04 4.605e-04 8.682e-04]  [3 -17 74]
 NS 1-3  2.593e+00  [-127 4.055e-07 4.055e-07 2.400e-04]  [4 -19 78]
 NS 1-4  3.387e+00  [-199 1.097e-10 1.097e-10 2.783e-04]  [4 -16 78]
 NS 1-5  4.016e+00  [-249 3.475e-13 3.475e-13 3.433e-04]  [3 -17 71]
 NS 2-1  4.567e+00  [0 1.000e+00 3.712e+01 9.768e-04]  [2 -17 68]
 NS 2-2  5.390e+00  [-60 9.780e-04 3.631e-02 2.306e-04]  [4 -18 78]
 NS 2-3  6.203e+00  [-131 2.715e-07 1.008e-05 2.107e-04]  [4 -17 78]
 NS 2-4  7.005e+00  [-203 6.430e-11 2.387e-09 2.578e-04]  [4 -16 78]
 NS 2-5s 7.779e+00  [-274 1.951e-14 7.241e-13 2.824e-04]  [4 -16 73]
 NS 3-1  8.792e+00  [0 1.000e+00 3.658e+01 3.939e-04]  [3 -17 47]
 NS 3-2  9.607e+00  [-68 3.955e-04 1.447e-02 2.098e-04]  [4 -17 77]
 NS 3-3  1.038e+01  [-138 1.206e-07 4.412e-06 2.323e-04]  [4 -16 75]
 NS 3-4  1.120e+01  [-208 3.712e-11 1.358e-09 2.915e-04]  [4 -16 78]
 NS 3-5  1.192e+01  [-273 2.045e-14 7.479e-13 2.176e-04]  [4 -16 73]
 NS 4-1  1.248e+01  [0 1.000e+00 4.448e+01 8.708e-04]  [2 -19 67]
 NS 4-2  1.328e+01  [-61 8.712e-04 3.875e-02 2.656e-04]  [4 -18 76]
 NS 4-3  1.408e+01  [-128 3.642e-07 1.620e-05 1.993e-04]  [4 -18 78]
 NS 4-4  1.493e+01  [-198 1.178e-10 5.240e-09 2.331e-04]  [4 -16 78]
 NS 4-5s 1.574e+01  [-266 4.867e-14 2.165e-12 2.340e-04]  [4 -16 77]
 NS 5-1  1.680e+01  [0 1.000e+00 5.041e+01 2.462e-04]  [3 -17 53]
 NS 5-2  1.764e+01  [-72 2.473e-04 1.246e-02 2.351e-04]  [4 -19 78]
