---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.570e-01  [0 1.000e+00 1.000e+00 3.098e-04]  [5 -17 79]
 NS 1-2  1.151e+00  [-65 5.266e-04 5.266e-04 9.855e-04]  [3 -17 72]
 NS 1-3  1.742e+00  [-125 5.224e-07 5.224e-07 2.863e-04]  [4 -17 76]
 NS 1-4  2.336e+00  [-195 1.667e-10 1.667e-10 3.179e-04]  [4 -15 76]
 NS 1-5  2.826e+00  [-248 3.566e-13 3.566e-13 4.702e-04]  [3 -16 69]
 NS 2-1  3.315e+00  [0 1.000e+00 3.667e+01 2.211e-04]  [3 -16 71]
 NS 2-2  3.886e+00  [-72 2.241e-04 8.218e-03 2.623e-04]  [4 -16 75]
 NS 2-3  4.474e+00  [-143 6.805e-08 2.495e-06 2.527e-04]  [4 -18 76]
 NS 2-4  5.084e+00  [-213 2.027e-11 7.433e-10 2.717e-04]  [4 -15 77]
 NS 2-5  5.604e+00  [-282 7.521e-15 2.758e-13 2.460e-04]  [4 -17 70]
 NS 3-1  6.106e+00  [0 1.000e+00 3.584e+01 4.281e-04]  [3 -17 71]
 NS 3-2  6.696e+00  [-67 4.305e-04 1.543e-02 2.103e-04]  [4 -17 75]
 NS 3-3  7.288e+00  [-137 1.314e-07 4.709e-06 2.500e-04]  [4 -17 76]
 NS 3-4  7.845e+00  [-207 4.458e-11 1.598e-09 2.614e-04]  [4 -16 75]
 NS 3-5  8.354e+00  [-272 2.272e-14 8.143e-13 2.160e-04]  [4 -16 70]
 NS 4-1  8.767e+00  [0 1.000e+00 4.332e+01 9.737e-04]  [2 -18 66]
 NS 4-2  9.363e+00  [-60 9.759e-04 4.228e-02 2.939e-04]  [4 -17 74]
 NS 4-3  9.955e+00  [-127 3.983e-07 1.726e-05 2.155e-04]  [4 -18 75]
 NS 4-4  1.053e+01  [-196 1.422e-10 6.160e-09 2.073e-04]  [4 -16 75]
