---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.890e-01  [0 1.000e+00 1.000e+00 3.129e-04]  [5 -17 80]
 NS 1-2  1.200e+00  [-65 5.511e-04 5.511e-04 9.334e-04]  [3 -17 72]
 NS 1-3  1.799e+00  [-125 5.184e-07 5.184e-07 2.618e-04]  [4 -18 76]
 NS 1-4  2.408e+00  [-196 1.482e-10 1.482e-10 2.711e-04]  [4 -16 77]
 NS 1-5  2.866e+00  [-248 3.845e-13 3.845e-13 3.386e-04]  [3 -18 67]
 NS 2-1  3.378e+00  [0 1.000e+00 3.606e+01 2.208e-04]  [3 -16 72]
 NS 2-2  3.978e+00  [-72 2.244e-04 8.092e-03 2.675e-04]  [4 -16 76]
 NS 2-3  4.585e+00  [-143 6.910e-08 2.492e-06 2.202e-04]  [4 -18 77]
 NS 2-4  5.169e+00  [-214 1.836e-11 6.622e-10 2.461e-04]  [4 -15 76]
 NS 2-5  5.682e+00  [-283 6.578e-15 2.372e-13 2.362e-04]  [4 -17 70]
 NS 3-1  6.191e+00  [0 1.000e+00 3.507e+01 4.408e-04]  [3 -17 72]
 NS 3-2  6.799e+00  [-67 4.436e-04 1.556e-02 2.135e-04]  [4 -17 77]
 NS 3-3  7.403e+00  [-137 1.366e-07 4.790e-06 2.232e-04]  [4 -18 76]
 NS 3-4  8.002e+00  [-207 4.165e-11 1.461e-09 2.354e-04]  [4 -16 76]
 NS 3-5  8.575e+00  [-273 2.066e-14 7.247e-13 1.995e-04]  [4 -16 74]
 NS 4-1  9.069e+00  [0 1.000e+00 4.256e+01 1.929e-04]  [3 -16 71]
 NS 4-2  9.670e+00  [-73 2.042e-04 8.693e-03 3.051e-04]  [4 -16 76]
 NS 4-3  1.028e+01  [-140 9.543e-08 4.062e-06 2.534e-04]  [4 -18 77]
 NS 4-4  1.086e+01  [-208 3.915e-11 1.666e-09 1.993e-04]  [4 -16 75]
 NS 4-5  1.138e+01  [-273 2.079e-14 8.850e-13 8.445e-04]  [3 -17 71]
 NS 5-1  1.189e+01  [0 1.000e+00 4.820e+01 2.652e-04]  [3 -17 72]
 NS 5-2  1.250e+01  [-71 2.681e-04 1.292e-02 2.471e-04]  [4 -18 77]
 NS 5-3  1.301e+01  [-136 1.511e-07 7.283e-06 9.496e-04]  [3 -17 72]
 NS 5-4  1.362e+01  [-196 1.506e-10 7.258e-09 2.510e-04]  [4 -18 77]
 NS 5-5s 1.413e+01  [-260 9.007e-14 4.341e-12 8.126e-04]  [3 -16 70]
 NS 6-1  1.485e+01  [0 1.000e+00 6.253e+01 6.379e-04]  [2 -15 39]
 NS 6-2  1.544e+01  [-63 6.400e-04 4.002e-02 2.276e-04]  [4 -16 77]
 NS 6-3  1.594e+01  [-122 7.727e-07 4.832e-05 7.529e-04]  [3 -17 72]
 NS 6-4  1.656e+01  [-183 6.831e-10 4.272e-08 2.490e-04]  [4 -17 77]
 NS 6-5  1.709e+01  [-245 5.163e-13 3.228e-11 9.876e-04]  [3 -16 71]
 NS 7-1  1.751e+01  [0 1.000e+00 7.961e+01 6.650e-04]  [2 -15 66]
 NS 7-2  1.811e+01  [-63 6.654e-04 5.297e-02 2.482e-04]  [4 -17 77]
 NS 7-3  1.858e+01  [-120 9.971e-07 7.938e-05 5.794e-04]  [3 -17 70]
 NS 7-4  1.918e+01  [-181 8.316e-10 6.621e-08 2.238e-04]  [4 -17 77]
 NS 7-5  1.970e+01  [-242 7.082e-13 5.638e-11 7.615e-04]  [3 -16 71]
 NS 8-1  2.012e+01  [0 1.000e+00 9.836e+01 3.137e-04]  [2 -18 66]
 NS 8-2  2.072e+01  [-69 3.184e-04 3.132e-02 2.243e-04]  [4 -17 76]
 NS 8-3  2.124e+01  [-126 4.513e-07 4.439e-05 6.015e-04]  [3 -17 73]
 NS 8-4  2.185e+01  [-187 4.306e-10 4.236e-08 1.850e-04]  [4 -17 77]
 NS 8-5  2.238e+01  [-246 4.888e-13 4.808e-11 7.075e-04]  [3 -16 71]
 NS 9-1  2.280e+01  [0 1.000e+00 1.193e+02 3.898e-04]  [2 -17 66]
 NS 9-2  2.340e+01  [-68 3.926e-04 4.686e-02 2.631e-04]  [4 -16 77]
 NS 9-3  2.391e+01  [-123 7.058e-07 8.423e-05 6.684e-04]  [3 -17 73]
