---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  9.520e-01  [0 1.000e+00 1.000e+00 2.912e-04]  [5 -17 80]
 NS 1-2  1.709e+00  [-68 3.959e-04 3.959e-04 1.961e-04]  [4 -17 76]
 NS 1-3  2.515e+00  [-140 9.265e-08 9.265e-08 2.840e-04]  [4 -16 78]
 NS 1-4  3.315e+00  [-210 2.861e-11 2.861e-11 3.138e-04]  [4 -14 77]
 NS 1-5  3.905e+00  [-249 3.302e-13 3.302e-13 2.231e-04]  [3 -17 67]
 NS 2-1  4.610e+00  [0 1.000e+00 3.596e+01 1.973e-04]  [3 -17 74]
 NS 2-2  5.439e+00  [-74 1.988e-04 7.148e-03 2.542e-04]  [4 -17 77]
 NS 2-3  6.289e+00  [-144 5.688e-08 2.046e-06 2.067e-04]  [4 -18 78]
 NS 2-4  7.110e+00  [-217 1.360e-11 4.890e-10 2.402e-04]  [4 -16 78]
 NS 2-5s 7.815e+00  [-284 5.698e-15 2.049e-13 2.076e-04]  [4 -17 72]
 NS 3-1  8.810e+00  [0 1.000e+00 3.561e+01 4.077e-04]  [3 -17 46]
 NS 3-2  9.656e+00  [-67 4.087e-04 1.456e-02 2.215e-04]  [4 -17 79]
 NS 3-3  1.050e+01  [-138 1.227e-07 4.371e-06 2.197e-04]  [4 -16 78]
 NS 3-4  1.131e+01  [-209 3.508e-11 1.249e-09 2.572e-04]  [4 -16 77]
 NS 3-5  1.202e+01  [-274 1.911e-14 6.807e-13 9.452e-04]  [3 -17 72]
 NS 4-1  1.261e+01  [0 1.000e+00 4.298e+01 9.140e-04]  [2 -18 69]
 NS 4-2  1.349e+01  [-60 9.140e-04 3.929e-02 2.824e-04]  [4 -18 79]
 NS 4-3  1.435e+01  [-128 3.607e-07 1.551e-05 2.000e-04]  [4 -18 78]
 NS 4-4  1.526e+01  [-198 1.156e-10 4.969e-09 2.168e-04]  [4 -16 79]
 NS 4-5s 1.607e+01  [-267 4.162e-14 1.789e-12 2.275e-04]  [4 -16 74]
 NS 5-1  1.717e+01  [0 1.000e+00 5.012e+01 2.475e-04]  [3 -17 54]
 NS 5-2  1.805e+01  [-72 2.480e-04 1.243e-02 2.398e-04]  [4 -19 79]
 NS 5-3  1.879e+01  [-136 1.415e-07 7.091e-06 7.800e-04]  [3 -18 74]
 NS 5-4  1.966e+01  [-198 1.174e-10 5.884e-09 2.884e-04]  [4 -17 78]
 NS 5-5  2.037e+01  [-261 8.843e-14 4.432e-12 9.882e-04]  [3 -17 71]
 NS 6-1  2.092e+01  [0 1.000e+00 6.457e+01 6.009e-04]  [2 -15 67]
 NS 6-2  2.180e+01  [-64 6.031e-04 3.894e-02 2.647e-04]  [4 -15 78]
 NS 6-3  2.255e+01  [-124 5.909e-07 3.816e-05 6.909e-04]  [3 -18 75]
 NS 6-4  2.334e+01  [-186 4.841e-10 3.126e-08 2.705e-04]  [4 -16 76]
 NS 6-5s 2.404e+01  [-247 4.053e-13 2.617e-11 7.813e-04]  [3 -16 72]
 NS 7-1  2.496e+01  [0 1.000e+00 8.250e+01 6.500e-04]  [2 -15 43]
 NS 7-2  2.582e+01  [-63 6.499e-04 5.362e-02 2.513e-04]  [4 -17 77]
 NS 7-3  2.646e+01  [-123 6.858e-07 5.658e-05 5.339e-04]  [3 -18 70]
 NS 7-4  2.718e+01  [-185 5.511e-10 4.547e-08 1.994e-04]  [4 -17 76]
 NS 7-5  2.776e+01  [-246 5.000e-13 4.125e-11 7.614e-04]  [3 -17 70]
 NS 8-1  2.827e+01  [0 1.000e+00 1.019e+02 3.053e-04]  [2 -18 68]
 NS 8-2  2.904e+01  [-70 3.076e-04 3.135e-02 2.407e-04]  [4 -17 73]
 NS 8-3  2.970e+01  [-128 3.724e-07 3.795e-05 4.944e-04]  [3 -17 72]
 NS 8-4  3.034e+01  [-188 3.737e-10 3.808e-08 9.251e-04]  [3 -17 72]
 NS 8-5s 3.112e+01  [-245 5.270e-13 5.371e-11 2.835e-04]  [4 -17 77]
 NS 9-1  3.195e+01  [0 1.000e+00 1.237e+02 3.873e-04]  [2 -17 39]
 NS 9-2  3.270e+01  [-68 3.881e-04 4.799e-02 2.575e-04]  [4 -16 76]
 NS 9-3  3.334e+01  [-125 5.450e-07 6.740e-05 5.273e-04]  [3 -18 71]
 NS 9-4  3.401e+01  [-184 6.256e-10 7.736e-08 8.863e-04]  [3 -17 73]
 NS 9-5  3.479e+01  [-240 9.453e-13 1.169e-10 2.346e-04]  [4 -17 76]
 NS 10-1  3.530e+01  [0 1.000e+00 1.456e+02 3.033e-04]  [2 -18 65]
 NS 10-2  3.597e+01  [-70 3.057e-04 4.449e-02 1.911e-04]  [4 -17 73]
 NS 10-3  3.661e+01  [-126 4.555e-07 6.630e-05 4.593e-04]  [3 -17 72]
 NS 10-4  3.734e+01  [-183 6.387e-10 9.298e-08 7.574e-04]  [3 -18 74]
 NS 10-5s 3.805e+01  [-238 1.159e-12 1.687e-10 1.891e-04]  [4 -17 77]
