---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.890e-01  [0 1.000e+00 1.000e+00 3.353e-04]  [5 -16 80]
 NS 1-2  1.291e+00  [-65 5.443e-04 5.443e-04 2.165e-04]  [4 -16 77]
 NS 1-3  1.897e+00  [-137 1.299e-07 1.299e-07 3.429e-04]  [4 -16 77]
 NS 1-4  2.494e+00  [-206 4.752e-11 4.752e-11 3.779e-04]  [4 -14 77]
 NS 1-5  2.959e+00  [-248 3.737e-13 3.737e-13 2.725e-04]  [3 -17 68]
 NS 2-1  3.463e+00  [0 1.000e+00 3.670e+01 2.198e-04]  [3 -16 73]
 NS 2-2  4.066e+00  [-73 2.232e-04 8.193e-03 2.931e-04]  [4 -16 77]
 NS 2-3  4.668e+00  [-142 7.498e-08 2.752e-06 2.899e-04]  [4 -16 77]
 NS 2-4  5.205e+00  [-212 2.432e-11 8.927e-10 3.481e-04]  [4 -15 74]
 NS 2-5  5.761e+00  [-279 1.006e-14 3.691e-13 3.441e-04]  [4 -16 73]
 NS 3-1  6.268e+00  [0 1.000e+00 3.582e+01 4.285e-04]  [3 -17 73]
 NS 3-2  6.875e+00  [-67 4.309e-04 1.543e-02 2.806e-04]  [4 -16 77]
 NS 3-3  7.481e+00  [-136 1.479e-07 5.297e-06 3.294e-04]  [4 -16 77]
 NS 3-4  8.070e+00  [-204 5.643e-11 2.021e-09 3.587e-04]  [4 -15 77]
 NS 3-5  8.633e+00  [-270 2.979e-14 1.067e-12 3.032e-04]  [4 -16 74]
 NS 4-1  9.045e+00  [0 1.000e+00 4.338e+01 9.822e-04]  [2 -17 67]
 NS 4-2  9.638e+00  [-60 9.846e-04 4.271e-02 3.251e-04]  [4 -18 77]
 NS 4-3  1.024e+01  [-127 4.171e-07 1.809e-05 2.812e-04]  [4 -17 77]
 NS 4-4  1.082e+01  [-195 1.718e-10 7.454e-09 2.460e-04]  [4 -15 76]
 NS 4-5  1.141e+01  [-261 8.149e-14 3.535e-12 2.846e-04]  [4 -16 75]
 NS 5-1  1.191e+01  [0 1.000e+00 5.014e+01 2.515e-04]  [3 -17 73]
 NS 5-2  1.252e+01  [-71 2.540e-04 1.274e-02 2.796e-04]  [4 -17 77]
 NS 5-3  1.312e+01  [-137 1.296e-07 6.500e-06 2.260e-04]  [4 -16 77]
 NS 5-4  1.372e+01  [-205 5.448e-11 2.732e-09 2.707e-04]  [4 -16 77]
 NS 5-5s 1.432e+01  [-267 4.113e-14 2.062e-12 2.345e-04]  [4 -15 76]
 NS 6-1  1.502e+01  [0 1.000e+00 6.479e+01 5.958e-04]  [2 -15 39]
 NS 6-2  1.563e+01  [-64 5.976e-04 3.872e-02 2.669e-04]  [4 -16 77]
 NS 6-3  1.614e+01  [-123 6.447e-07 4.177e-05 7.405e-04]  [3 -17 73]
 NS 6-4  1.674e+01  [-185 5.599e-10 3.627e-08 2.619e-04]  [4 -17 77]
 NS 6-5  1.736e+01  [-247 4.082e-13 2.644e-11 2.028e-04]  [4 -16 76]
 NS 7-1  1.777e+01  [0 1.000e+00 8.283e+01 6.387e-04]  [2 -15 67]
 NS 7-2  1.838e+01  [-63 6.392e-04 5.295e-02 2.870e-04]  [4 -16 77]
 NS 7-3  1.889e+01  [-121 8.903e-07 7.374e-05 6.030e-04]  [3 -18 73]
 NS 7-4  1.949e+01  [-182 7.625e-10 6.316e-08 2.282e-04]  [4 -17 77]
 NS 7-5  1.998e+01  [-243 6.973e-13 5.776e-11 8.901e-04]  [3 -16 70]
 NS 8-1  2.039e+01  [0 1.000e+00 1.022e+02 2.873e-04]  [2 -18 67]
 NS 8-2  2.099e+01  [-70 2.920e-04 2.986e-02 2.740e-04]  [4 -17 77]
 NS 8-3  2.151e+01  [-128 3.680e-07 3.763e-05 6.630e-04]  [3 -16 73]
 NS 8-4  2.211e+01  [-188 3.712e-10 3.796e-08 2.347e-04]  [4 -17 77]
 NS 8-5  2.263e+01  [-246 4.867e-13 4.977e-11 5.844e-04]  [3 -16 72]
 NS 9-1  2.304e+01  [0 1.000e+00 1.241e+02 3.698e-04]  [2 -17 67]
 NS 9-2  2.364e+01  [-68 3.727e-04 4.627e-02 2.961e-04]  [4 -16 77]
 NS 9-3  2.415e+01  [-124 6.121e-07 7.599e-05 7.031e-04]  [3 -17 73]
 NS 9-4  2.475e+01  [-182 7.927e-10 9.840e-08 1.834e-04]  [4 -18 77]
 NS 9-5  2.526e+01  [-238 1.248e-12 1.550e-10 6.389e-04]  [3 -16 71]
 NS 10-1  2.567e+01  [0 1.000e+00 1.460e+02 2.809e-04]  [2 -18 66]
 NS 10-2  2.628e+01  [-70 2.871e-04 4.193e-02 2.205e-04]  [4 -16 78]
 NS 10-3  2.679e+01  [-129 3.392e-07 4.954e-05 8.441e-04]  [3 -17 73]
 NS 10-4  2.738e+01  [-183 6.498e-10 9.489e-08 1.721e-04]  [4 -18 77]
 NS 10-5s 2.789e+01  [-235 1.613e-12 2.356e-10 4.551e-04]  [3 -16 71]
 NS 11-1  2.857e+01  [0 1.000e+00 1.693e+02 3.048e-04]  [2 -18 39]
 NS 11-2  2.916e+01  [-70 3.114e-04 5.271e-02 2.579e-04]  [4 -16 77]
 NS 11-3  2.967e+01  [-125 5.484e-07 9.284e-05 7.803e-04]  [3 -17 72]
 NS 11-4  3.017e+01  [-178 1.164e-09 1.969e-07 8.850e-04]  [3 -18 73]
 NS 11-5  3.068e+01  [-229 3.459e-12 5.855e-10 7.621e-04]  [3 -16 71]
 NS 12-1  3.109e+01  [0 1.000e+00 1.924e+02 2.831e-04]  [2 -18 66]
 NS 12-2  3.169e+01  [-70 2.926e-04 5.631e-02 2.310e-04]  [4 -16 77]
 NS 12-3  3.219e+01  [-125 5.320e-07 1.024e-04 7.682e-04]  [3 -17 73]
 NS 12-4  3.270e+01  [-176 1.508e-09 2.901e-07 7.150e-04]  [3 -18 73]
 NS 12-5  3.321e+01  [-224 5.760e-12 1.108e-09 5.881e-04]  [3 -16 71]
 NS 13-1  3.362e+01  [0 1.000e+00 2.161e+02 2.864e-04]  [2 -18 66]
 NS 13-2  3.422e+01  [-70 2.979e-04 6.439e-02 2.363e-04]  [4 -16 77]
 NS 13-3  3.473e+01  [-123 6.572e-07 1.420e-04 7.463e-04]  [3 -17 73]
 NS 13-4  3.523e+01  [-172 2.249e-09 4.861e-07 6.117e-04]  [3 -18 73]
 NS 13-5  3.575e+01  [-219 1.006e-11 2.174e-09 5.094e-04]  [3 -16 71]
 NS 14-1  3.616e+01  [0 1.000e+00 2.397e+02 2.800e-04]  [2 -18 66]
 NS 14-2  3.676e+01  [-70 2.947e-04 7.063e-02 2.273e-04]  [4 -16 77]
 NS 14-3  3.727e+01  [-122 7.353e-07 1.762e-04 7.171e-04]  [3 -17 73]
 NS 14-4  3.777e+01  [-169 3.164e-09 7.584e-07 5.015e-04]  [3 -18 72]
 NS 14-5  3.828e+01  [-215 1.676e-11 4.017e-09 4.247e-04]  [3 -16 71]
 NS 15-1  3.868e+01  [0 1.000e+00 2.634e+02 2.796e-04]  [2 -18 66]
 NS 15-2  3.929e+01  [-70 2.974e-04 7.835e-02 2.251e-04]  [4 -16 77]
 NS 15-3  3.979e+01  [-121 8.605e-07 2.267e-04 6.948e-04]  [3 -17 73]
 NS 15-4  4.030e+01  [-166 4.498e-09 1.185e-06 4.277e-04]  [3 -18 73]
 NS 15-5s 4.080e+01  [-211 2.736e-11 7.206e-09 3.714e-04]  [3 -15 71]
 NS 16-1  4.148e+01  [0 1.000e+00 2.869e+02 2.775e-04]  [2 -18 40]
 NS 16-2  4.208e+01  [-70 2.991e-04 8.583e-02 2.228e-04]  [4 -16 77]
 NS 16-3  4.259e+01  [-120 9.893e-07 2.839e-04 6.687e-04]  [3 -17 73]
 NS 16-4  4.310e+01  [-164 6.268e-09 1.798e-06 3.629e-04]  [3 -18 73]
 NS 16-5  4.361e+01  [-207 4.339e-11 1.245e-08 3.265e-04]  [3 -15 71]
 NS 17-1  4.402e+01  [0 1.000e+00 3.103e+02 2.773e-04]  [2 -18 66]
 NS 17-2  4.461e+01  [-70 3.030e-04 9.400e-02 2.170e-04]  [4 -17 77]
 NS 17-3  4.512e+01  [-118 1.145e-06 3.552e-04 6.471e-04]  [3 -17 73]
 NS 17-4  4.562e+01  [-161 8.620e-09 2.675e-06 3.141e-04]  [3 -18 72]
 NS 17-5  4.613e+01  [-203 6.703e-11 2.080e-08 2.913e-04]  [3 -15 71]
 NS 18-1  4.653e+01  [0 1.000e+00 3.334e+02 2.769e-04]  [2 -18 66]
 NS 18-2  4.712e+01  [-70 3.072e-04 1.024e-01 2.158e-04]  [4 -17 77]
 NS 18-3  4.764e+01  [-117 1.319e-06 4.398e-04 6.260e-04]  [3 -17 73]
 NS 18-4  4.814e+01  [-158 1.167e-08 3.891e-06 2.754e-04]  [3 -18 73]
 NS 18-5  4.865e+01  [-199 1.013e-10 3.376e-08 2.628e-04]  [3 -15 71]
 NS 19-1  4.906e+01  [0 1.000e+00 3.562e+02 2.772e-04]  [2 -18 66]
 NS 19-2  4.965e+01  [-70 3.124e-04 1.113e-01 2.130e-04]  [4 -17 77]
 NS 19-3  5.016e+01  [-116 1.519e-06 5.412e-04 6.075e-04]  [3 -17 73]
 NS 19-4  5.067e+01  [-156 1.557e-08 5.547e-06 2.454e-04]  [3 -18 73]
 NS 19-5  5.118e+01  [-196 1.497e-10 5.331e-08 2.393e-04]  [3 -15 71]
 NS 20-1  5.158e+01  [0 1.000e+00 3.786e+02 2.784e-04]  [2 -18 66]
 NS 20-2  5.217e+01  [-69 3.189e-04 1.208e-01 2.100e-04]  [4 -17 77]
 NS 20-3  5.269e+01  [-115 1.741e-06 6.590e-04 5.896e-04]  [3 -17 73]
 NS 20-4  5.319e+01  [-153 2.045e-08 7.743e-06 2.212e-04]  [3 -18 73]
 NS 20-5s 5.369e+01  [-193 2.168e-10 8.209e-08 2.316e-04]  [3 -15 70]
 NS 21-1  5.437e+01  [0 1.000e+00 4.007e+02 2.787e-04]  [2 -18 40]
 NS 21-2  5.495e+01  [-69 3.251e-04 1.302e-01 2.096e-04]  [4 -17 76]
 NS 21-3  5.546e+01  [-114 1.994e-06 7.990e-04 5.786e-04]  [3 -16 73]
 NS 21-4  5.597e+01  [-151 2.650e-08 1.062e-05 2.038e-04]  [3 -17 73]
 NS 21-5  5.635e+01  [-190 3.078e-10 1.233e-07 9.750e-04]  [2 -17 60]
 NS 22-1  5.676e+01  [0 1.000e+00 4.223e+02 2.799e-04]  [2 -18 66]
 NS 22-2  5.735e+01  [-69 3.324e-04 1.404e-01 2.074e-04]  [4 -17 77]
 NS 22-3  5.786e+01  [-112 2.272e-06 9.593e-04 5.662e-04]  [3 -16 73]
 NS 22-4  5.836e+01  [-149 3.385e-08 1.429e-05 1.902e-04]  [3 -17 73]
 NS 22-5  5.874e+01  [-187 4.297e-10 1.815e-07 9.383e-04]  [2 -17 61]
 NS 23-1  5.915e+01  [0 1.000e+00 4.435e+02 2.814e-04]  [2 -18 66]
 NS 23-2  5.974e+01  [-69 3.404e-04 1.510e-01 2.060e-04]  [4 -17 77]
 NS 23-3  6.024e+01  [-111 2.577e-06 1.143e-03 5.547e-04]  [3 -16 73]
 NS 23-4  6.065e+01  [-147 4.271e-08 1.894e-05 9.962e-04]  [2 -15 66]
 NS 23-5  6.116e+01  [-184 5.933e-10 2.631e-07 3.577e-04]  [3 -17 71]
 NS 24-1  6.157e+01  [0 1.000e+00 4.642e+02 2.831e-04]  [2 -18 66]
 NS 24-2  6.217e+01  [-69 3.490e-04 1.620e-01 2.061e-04]  [4 -17 77]
 NS 24-3  6.268e+01  [-110 2.910e-06 1.351e-03 5.446e-04]  [3 -16 73]
 NS 24-4  6.315e+01  [-145 5.326e-08 2.472e-05 2.013e-04]  [3 -16 71]
 NS 24-5  6.353e+01  [-181 7.990e-10 3.708e-07 9.172e-04]  [2 -17 60]
 NS 25-1  6.393e+01  [0 1.000e+00 4.843e+02 2.851e-04]  [2 -18 66]
 NS 25-2  6.452e+01  [-68 3.582e-04 1.735e-01 2.058e-04]  [4 -17 77]
 NS 25-3  6.503e+01  [-109 3.273e-06 1.585e-03 5.367e-04]  [3 -16 73]
 NS 25-4  6.541e+01  [-143 6.570e-08 3.182e-05 9.373e-04]  [2 -15 64]
 NS 25-5s 6.592e+01  [-179 1.070e-09 5.180e-07 3.297e-04]  [3 -17 71]
 NS 26-1  6.660e+01  [0 1.000e+00 5.039e+02 2.872e-04]  [2 -18 39]
 NS 26-2  6.719e+01  [-68 3.678e-04 1.853e-01 2.057e-04]  [4 -17 77]
 NS 26-3  6.765e+01  [-108 3.662e-06 1.845e-03 5.587e-04]  [3 -16 70]
 NS 26-4  6.806e+01  [-141 8.010e-08 4.036e-05 8.714e-04]  [2 -16 66]
 NS 26-5  6.856e+01  [-177 1.406e-09 7.087e-07 3.150e-04]  [3 -17 71]
 NS 27-1  6.897e+01  [0 1.000e+00 5.230e+02 2.895e-04]  [2 -18 66]
 NS 27-2  6.956e+01  [-68 3.778e-04 1.976e-01 2.059e-04]  [4 -17 77]
 NS 27-3  7.004e+01  [-107 4.081e-06 2.134e-03 5.374e-04]  [3 -16 71]
 NS 27-4  7.041e+01  [-140 9.680e-08 5.062e-05 8.774e-04]  [2 -15 62]
 NS 27-5  7.092e+01  [-174 1.829e-09 9.563e-07 3.044e-04]  [3 -17 70]
 NS 28-1  7.132e+01  [0 1.000e+00 5.415e+02 2.920e-04]  [2 -18 66]
 NS 28-2  7.191e+01  [-68 3.883e-04 2.102e-01 2.063e-04]  [4 -17 77]
 NS 28-3  7.238e+01  [-106 4.527e-06 2.451e-03 5.252e-04]  [3 -16 71]
 NS 28-4  7.275e+01  [-138 1.159e-07 6.276e-05 8.195e-04]  [2 -16 62]
 NS 28-5  7.325e+01  [-172 2.351e-09 1.273e-06 2.890e-04]  [3 -17 71]
 NS 29-1  7.365e+01  [0 1.000e+00 5.593e+02 2.946e-04]  [2 -18 66]
 NS 29-2  7.425e+01  [-67 3.991e-04 2.232e-01 2.070e-04]  [4 -17 77]
 NS 29-3  7.473e+01  [-106 5.003e-06 2.798e-03 5.162e-04]  [3 -16 71]
 NS 29-4  7.509e+01  [-137 1.376e-07 7.697e-05 7.843e-04]  [2 -16 63]
 NS 29-5  7.555e+01  [-170 2.991e-09 1.673e-06 2.827e-04]  [3 -16 68]
 NS 30-1  7.595e+01  [0 1.000e+00 5.766e+02 2.974e-04]  [2 -18 66]
 NS 30-2  7.656e+01  [-67 4.103e-04 2.365e-01 2.078e-04]  [4 -17 77]
 NS 30-3  7.700e+01  [-105 5.507e-06 3.175e-03 5.127e-04]  [3 -16 69]
 NS 30-4  7.734e+01  [-135 1.620e-07 9.343e-05 7.676e-04]  [2 -16 60]
 NS 30-5s 7.779e+01  [-168 3.765e-09 2.171e-06 2.726e-04]  [3 -16 67]
 NS 31-1  7.847e+01  [0 1.000e+00 5.932e+02 3.004e-04]  [2 -18 39]
 NS 31-2  7.907e+01  [-67 4.217e-04 2.502e-01 2.095e-04]  [4 -16 77]
 NS 31-3  7.954e+01  [-104 6.041e-06 3.583e-03 5.113e-04]  [3 -16 71]
 NS 31-4  7.989e+01  [-134 1.894e-07 1.124e-04 7.589e-04]  [2 -17 61]
 NS 31-5  8.037e+01  [-166 4.693e-09 2.784e-06 2.579e-04]  [3 -16 69]
 NS 32-1  8.077e+01  [0 1.000e+00 6.091e+02 3.033e-04]  [2 -18 66]
 NS 32-2  8.136e+01  [-67 4.334e-04 2.640e-01 2.103e-04]  [4 -16 77]
 NS 32-3  8.184e+01  [-103 6.602e-06 4.021e-03 5.079e-04]  [3 -16 71]
 NS 32-4  8.219e+01  [-133 2.200e-07 1.340e-04 7.560e-04]  [2 -17 62]
 NS 32-5  8.267e+01  [-164 5.803e-09 3.535e-06 2.544e-04]  [3 -16 69]
 NS 33-1  8.308e+01  [0 1.000e+00 6.244e+02 3.064e-04]  [2 -18 66]
