---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.370e-01  [0 1.000e+00 1.000e+00 3.199e-04]  [5 -17 80]
 NS 1-2  1.098e+00  [-65 5.515e-04 5.515e-04 9.248e-04]  [3 -17 72]
 NS 1-3  1.635e+00  [-125 5.134e-07 5.134e-07 2.783e-04]  [4 -17 76]
 NS 1-4  2.168e+00  [-195 1.591e-10 1.591e-10 2.827e-04]  [4 -16 76]
 NS 1-5  2.566e+00  [-249 3.500e-13 3.500e-13 3.849e-04]  [3 -18 66]
 NS 2-1  3.009e+00  [0 1.000e+00 3.685e+01 2.282e-04]  [3 -17 71]
 NS 2-2  3.535e+00  [-72 2.317e-04 8.538e-03 2.574e-04]  [4 -17 76]
 NS 2-3  4.066e+00  [-143 7.049e-08 2.597e-06 2.240e-04]  [4 -17 76]
 NS 2-4  4.586e+00  [-214 1.957e-11 7.211e-10 2.327e-04]  [4 -16 75]
 NS 2-5  5.058e+00  [-281 7.982e-15 2.941e-13 1.952e-04]  [4 -17 71]
 NS 3-1  5.503e+00  [0 1.000e+00 3.612e+01 4.505e-04]  [3 -17 71]
 NS 3-2  6.036e+00  [-66 4.529e-04 1.636e-02 2.272e-04]  [4 -17 76]
 NS 3-3  6.565e+00  [-137 1.388e-07 5.013e-06 2.172e-04]  [4 -17 76]
 NS 3-4  7.083e+00  [-207 4.051e-11 1.463e-09 2.347e-04]  [4 -16 75]
 NS 3-5  7.615e+00  [-273 2.083e-14 7.523e-13 2.105e-04]  [4 -16 74]
 NS 4-1  8.062e+00  [0 1.000e+00 4.351e+01 1.979e-04]  [3 -16 72]
 NS 4-2  8.599e+00  [-73 2.095e-04 9.115e-03 3.107e-04]  [4 -17 76]
 NS 4-3  9.130e+00  [-140 9.422e-08 4.099e-06 2.299e-04]  [4 -19 76]
 NS 4-4  9.588e+00  [-208 3.743e-11 1.628e-09 9.076e-04]  [3 -17 72]
 NS 4-5  1.012e+01  [-268 3.898e-14 1.696e-12 2.270e-04]  [4 -18 74]
 NS 5-1  1.058e+01  [0 1.000e+00 5.087e+01 2.590e-04]  [3 -17 72]
 NS 5-2  1.111e+01  [-71 2.615e-04 1.330e-02 2.359e-04]  [4 -18 76]
 NS 5-3  1.158e+01  [-137 1.354e-07 6.886e-06 8.959e-04]  [3 -17 72]
 NS 5-4  1.212e+01  [-197 1.294e-10 6.583e-09 2.536e-04]  [4 -17 76]
 NS 5-5s 1.264e+01  [-261 7.981e-14 4.060e-12 2.232e-04]  [4 -16 73]
 NS 6-1  1.329e+01  [0 1.000e+00 6.548e+01 6.138e-04]  [2 -15 37]
 NS 6-2  1.382e+01  [-64 6.155e-04 4.030e-02 2.327e-04]  [4 -16 76]
 NS 6-3  1.428e+01  [-123 6.925e-07 4.534e-05 6.653e-04]  [3 -17 72]
 NS 6-4  1.482e+01  [-185 5.599e-10 3.667e-08 2.413e-04]  [4 -17 76]
 NS 6-5  1.537e+01  [-247 4.317e-13 2.827e-11 1.885e-04]  [4 -17 75]
 NS 7-1  1.574e+01  [0 1.000e+00 8.399e+01 6.500e-04]  [2 -15 66]
 NS 7-2  1.628e+01  [-63 6.502e-04 5.461e-02 2.216e-04]  [4 -17 76]
 NS 7-3  1.674e+01  [-120 9.314e-07 7.823e-05 5.459e-04]  [3 -17 72]
 NS 7-4  1.720e+01  [-182 7.502e-10 6.301e-08 9.992e-04]  [3 -17 72]
 NS 7-5  1.777e+01  [-240 9.886e-13 8.303e-11 2.434e-04]  [4 -18 75]
