---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.141e+00  [0 1.000e+00 1.000e+00 2.970e-04]  [5 -17 83]
 NS 1-2  2.076e+00  [-60 9.718e-04 9.718e-04 6.813e-04]  [3 -16 77]
 NS 1-3  3.251e+00  [-122 7.163e-07 7.163e-07 2.218e-04]  [4 -17 81]
 NS 1-4  4.260e+00  [-190 2.877e-10 2.877e-10 8.037e-04]  [3 -17 79]
 NS 1-5  5.187e+00  [-246 4.549e-13 4.549e-13 8.645e-04]  [3 -16 77]
 NS 2-1  6.003e+00  [0 1.000e+00 3.740e+01 9.815e-04]  [2 -17 72]
 NS 2-2  7.109e+00  [-60 9.843e-04 3.681e-02 2.626e-04]  [4 -17 81]
 NS 2-3  8.051e+00  [-129 3.498e-07 1.308e-05 9.490e-04]  [3 -18 76]
 NS 2-4  9.043e+00  [-189 3.417e-10 1.278e-08 2.231e-04]  [4 -19 79]
 NS 2-5s 1.002e+01  [-257 1.294e-13 4.838e-12 8.087e-04]  [3 -16 76]
 NS 3-1  1.138e+01  [0 1.000e+00 3.654e+01 3.927e-04]  [3 -17 55]
 NS 3-2  1.254e+01  [-67 4.046e-04 1.478e-02 2.745e-04]  [4 -17 82]
 NS 3-3  1.357e+01  [-134 1.848e-07 6.753e-06 9.272e-04]  [3 -19 79]
 NS 3-4  1.476e+01  [-194 1.836e-10 6.709e-09 2.776e-04]  [4 -17 84]
 NS 3-5  1.576e+01  [-259 1.026e-13 3.747e-12 8.776e-04]  [3 -17 76]
 NS 4-1  1.639e+01  [0 1.000e+00 4.509e+01 8.718e-04]  [2 -19 67]
 NS 4-2  1.727e+01  [-61 8.768e-04 3.953e-02 3.070e-04]  [4 -17 77]
 NS 4-3  1.824e+01  [-122 7.775e-07 3.505e-05 7.405e-04]  [3 -17 80]
 NS 4-4  1.945e+01  [-182 7.133e-10 3.216e-08 2.838e-04]  [4 -17 82]
 NS 4-5s 2.047e+01  [-243 6.361e-13 2.868e-11 6.603e-04]  [3 -16 78]
 NS 5-1  2.183e+01  [0 1.000e+00 4.836e+01 2.514e-04]  [3 -17 58]
 NS 5-2  2.304e+01  [-71 2.668e-04 1.290e-02 2.555e-04]  [4 -18 82]
 NS 5-3  2.404e+01  [-134 1.903e-07 9.204e-06 8.208e-04]  [3 -17 78]
 NS 5-4  2.513e+01  [-194 1.830e-10 8.847e-09 3.168e-04]  [4 -16 80]
 NS 5-5  2.631e+01  [-254 1.789e-13 8.650e-12 8.877e-04]  [3 -17 76]
 NS 6-1  2.716e+01  [0 1.000e+00 6.367e+01 6.362e-04]  [2 -15 75]
 NS 6-2  2.821e+01  [-63 6.418e-04 4.087e-02 2.665e-04]  [4 -17 79]
 NS 6-3  2.920e+01  [-117 1.382e-06 8.801e-05 4.963e-04]  [3 -17 78]
 NS 6-4  3.016e+01  [-179 1.116e-09 7.107e-08 9.911e-04]  [3 -17 77]
 NS 6-5s 3.136e+01  [-234 1.888e-12 1.202e-10 2.097e-04]  [4 -18 81]
 NS 7-1  3.257e+01  [0 1.000e+00 7.937e+01 6.854e-04]  [2 -15 51]
 NS 7-2  3.362e+01  [-63 6.875e-04 5.457e-02 2.485e-04]  [4 -17 80]
 NS 7-3  3.457e+01  [-114 1.985e-06 1.576e-04 3.883e-04]  [3 -17 78]
