---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.150e-01  [0 1.000e+00 1.000e+00 3.317e-04]  [5 -17 79]
 NS 1-2  1.076e+00  [-64 5.834e-04 5.834e-04 9.949e-04]  [3 -18 72]
 NS 1-3  1.621e+00  [-124 5.848e-07 5.848e-07 2.856e-04]  [4 -17 76]
 NS 1-4  2.164e+00  [-194 1.925e-10 1.925e-10 2.995e-04]  [4 -16 76]
 NS 1-5  2.632e+00  [-249 3.327e-13 3.327e-13 4.656e-04]  [3 -17 69]
 NS 2-1  3.098e+00  [0 1.000e+00 3.543e+01 2.550e-04]  [3 -16 72]
 NS 2-2  3.650e+00  [-71 2.588e-04 9.169e-03 2.493e-04]  [4 -16 76]
 NS 2-3  4.199e+00  [-141 7.997e-08 2.833e-06 2.426e-04]  [4 -18 76]
 NS 2-4  4.736e+00  [-212 2.368e-11 8.390e-10 2.521e-04]  [4 -15 76]
 NS 2-5  5.229e+00  [-282 7.933e-15 2.811e-13 3.095e-04]  [4 -15 72]
 NS 3-1  5.685e+00  [0 1.000e+00 3.459e+01 4.766e-04]  [3 -17 71]
 NS 3-2  6.224e+00  [-66 4.793e-04 1.658e-02 2.161e-04]  [4 -17 76]
 NS 3-3  6.771e+00  [-136 1.531e-07 5.296e-06 2.267e-04]  [4 -18 76]
 NS 3-4  7.316e+00  [-206 4.739e-11 1.639e-09 2.750e-04]  [4 -15 76]
 NS 3-5  7.832e+00  [-272 2.507e-14 8.672e-13 1.976e-04]  [4 -17 73]
 NS 4-1  8.293e+00  [0 1.000e+00 4.174e+01 2.117e-04]  [3 -16 72]
 NS 4-2  8.835e+00  [-72 2.247e-04 9.381e-03 3.086e-04]  [4 -17 76]
 NS 4-3  9.385e+00  [-139 1.108e-07 4.627e-06 2.325e-04]  [4 -19 76]
 NS 4-4  9.847e+00  [-206 4.661e-11 1.946e-09 9.216e-04]  [3 -17 72]
 NS 4-5  1.039e+01  [-265 5.027e-14 2.098e-12 2.422e-04]  [4 -18 74]
 NS 5-1  1.085e+01  [0 1.000e+00 4.831e+01 2.727e-04]  [3 -17 71]
 NS 5-2  1.139e+01  [-71 2.756e-04 1.331e-02 2.336e-04]  [4 -18 76]
 NS 5-3  1.185e+01  [-135 1.626e-07 7.857e-06 9.798e-04]  [3 -16 71]
 NS 5-4  1.239e+01  [-195 1.707e-10 8.245e-09 2.418e-04]  [4 -18 76]
 NS 5-5s 1.284e+01  [-256 1.480e-13 7.150e-12 9.582e-04]  [3 -17 69]
 NS 6-1  1.350e+01  [0 1.000e+00 6.235e+01 6.387e-04]  [2 -15 38]
 NS 6-2  1.403e+01  [-63 6.409e-04 3.996e-02 2.402e-04]  [4 -16 76]
 NS 6-3  1.449e+01  [-121 8.197e-07 5.111e-05 6.314e-04]  [3 -17 71]
 NS 6-4  1.502e+01  [-183 6.554e-10 4.087e-08 2.329e-04]  [4 -17 75]
 NS 6-5  1.549e+01  [-245 5.571e-13 3.474e-11 8.393e-04]  [3 -16 70]
 NS 7-1  1.586e+01  [0 1.000e+00 7.983e+01 6.787e-04]  [2 -15 65]
 NS 7-2  1.640e+01  [-63 6.792e-04 5.422e-02 2.401e-04]  [4 -17 76]
 NS 7-3  1.687e+01  [-119 1.044e-06 8.334e-05 5.099e-04]  [3 -17 72]
 NS 7-4  1.741e+01  [-181 8.384e-10 6.692e-08 1.865e-04]  [4 -17 76]
 NS 7-5  1.787e+01  [-241 8.408e-13 6.712e-11 8.228e-04]  [3 -16 69]
 NS 8-1  1.823e+01  [0 1.000e+00 9.849e+01 3.220e-04]  [2 -18 65]
 NS 8-2  1.877e+01  [-69 3.272e-04 3.223e-02 2.215e-04]  [4 -17 76]
 NS 8-3  1.923e+01  [-126 4.612e-07 4.543e-05 6.076e-04]  [3 -17 72]
 NS 8-4  1.978e+01  [-186 4.741e-10 4.670e-08 2.140e-04]  [4 -17 76]
 NS 8-5  2.024e+01  [-242 7.132e-13 7.024e-11 6.682e-04]  [3 -17 70]
 NS 9-1  2.062e+01  [0 1.000e+00 1.196e+02 4.032e-04]  [2 -17 65]
 NS 9-2  2.117e+01  [-67 4.064e-04 4.862e-02 2.551e-04]  [4 -17 76]
 NS 9-3  2.163e+01  [-122 7.330e-07 8.769e-05 6.094e-04]  [3 -17 71]
 NS 9-4  2.210e+01  [-180 8.985e-10 1.075e-07 9.587e-04]  [3 -17 72]
 NS 9-5  2.265e+01  [-235 1.638e-12 1.959e-10 1.818e-04]  [4 -17 75]
 NS 10-1  2.302e+01  [0 1.000e+00 1.407e+02 3.167e-04]  [2 -18 65]
 NS 10-2  2.357e+01  [-69 3.233e-04 4.549e-02 1.918e-04]  [4 -17 76]
 NS 10-3  2.403e+01  [-126 4.754e-07 6.689e-05 6.543e-04]  [3 -17 72]
 NS 10-4  2.449e+01  [-182 7.452e-10 1.049e-07 9.895e-04]  [3 -18 72]
 NS 10-5s 2.494e+01  [-234 1.830e-12 2.574e-10 9.591e-04]  [3 -16 68]
