---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  5.610e-01  [0 1.000e+00 1.000e+00 3.449e-04]  [5 -17 78]
 NS 1-2  1.056e+00  [-64 5.739e-04 5.739e-04 2.280e-04]  [4 -16 75]
 NS 1-3  1.553e+00  [-136 1.420e-07 1.420e-07 2.750e-04]  [4 -17 75]
 NS 1-4  2.036e+00  [-206 4.631e-11 4.631e-11 2.733e-04]  [4 -16 75]
 NS 1-5  2.403e+00  [-249 3.342e-13 3.342e-13 2.449e-04]  [3 -17 64]
 NS 2-1  2.822e+00  [0 1.000e+00 3.631e+01 2.472e-04]  [3 -16 71]
 NS 2-2  3.321e+00  [-72 2.504e-04 9.091e-03 2.728e-04]  [4 -16 75]
 NS 2-3  3.825e+00  [-141 8.205e-08 2.979e-06 2.508e-04]  [4 -17 76]
 NS 2-4  4.314e+00  [-212 2.437e-11 8.847e-10 2.583e-04]  [4 -15 74]
 NS 2-5  4.771e+00  [-281 8.896e-15 3.230e-13 2.405e-04]  [4 -17 71]
 NS 3-1  5.193e+00  [0 1.000e+00 3.552e+01 4.706e-04]  [3 -17 71]
 NS 3-2  5.692e+00  [-66 4.730e-04 1.680e-02 2.349e-04]  [4 -18 75]
 NS 3-3  6.193e+00  [-135 1.663e-07 5.910e-06 3.236e-04]  [4 -16 75]
 NS 3-4  6.694e+00  [-203 6.513e-11 2.314e-09 2.984e-04]  [4 -16 75]
 NS 3-5  7.187e+00  [-270 2.882e-14 1.024e-12 2.969e-04]  [4 -16 73]
 NS 4-1  7.613e+00  [0 1.000e+00 4.281e+01 1.974e-04]  [3 -16 71]
 NS 4-2  8.114e+00  [-73 2.090e-04 8.945e-03 3.536e-04]  [4 -16 75]
 NS 4-3  8.620e+00  [-139 1.042e-07 4.459e-06 2.785e-04]  [4 -18 76]
 NS 4-4  9.100e+00  [-206 4.703e-11 2.013e-09 2.293e-04]  [4 -16 74]
 NS 4-5  9.581e+00  [-272 2.357e-14 1.009e-12 2.061e-04]  [4 -16 73]
 NS 5-1  1.001e+01  [0 1.000e+00 4.964e+01 2.711e-04]  [3 -17 71]
 NS 5-2  1.051e+01  [-71 2.735e-04 1.358e-02 2.457e-04]  [4 -18 75]
 NS 5-3  1.101e+01  [-135 1.618e-07 8.032e-06 2.033e-04]  [4 -16 75]
 NS 5-4  1.152e+01  [-203 6.802e-11 3.376e-09 2.288e-04]  [4 -16 75]
