---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  5.860e-01  [0 1.000e+00 1.000e+00 3.432e-04]  [5 -17 79]
 NS 1-2  1.100e+00  [-65 5.595e-04 5.595e-04 2.389e-04]  [4 -17 75]
 NS 1-3  1.603e+00  [-136 1.445e-07 1.445e-07 2.860e-04]  [4 -17 75]
 NS 1-4  2.079e+00  [-206 4.660e-11 4.660e-11 2.943e-04]  [4 -15 74]
 NS 1-5  2.461e+00  [-249 3.201e-13 3.201e-13 2.619e-04]  [3 -16 65]
 NS 2-1  2.890e+00  [0 1.000e+00 3.618e+01 2.558e-04]  [3 -16 71]
 NS 2-2  3.401e+00  [-71 2.589e-04 9.369e-03 2.603e-04]  [4 -16 76]
 NS 2-3  3.921e+00  [-142 7.926e-08 2.868e-06 2.412e-04]  [4 -17 76]
 NS 2-4  4.371e+00  [-212 2.270e-11 8.215e-10 2.796e-04]  [4 -15 72]
 NS 2-5  4.878e+00  [-281 8.066e-15 2.919e-13 3.343e-04]  [4 -16 73]
 NS 3-1  5.314e+00  [0 1.000e+00 3.539e+01 4.553e-04]  [3 -17 71]
 NS 3-2  5.835e+00  [-66 4.576e-04 1.619e-02 2.384e-04]  [4 -17 75]
 NS 3-3  6.350e+00  [-136 1.483e-07 5.246e-06 2.621e-04]  [4 -17 76]
 NS 3-4  6.839e+00  [-206 4.811e-11 1.702e-09 2.724e-04]  [4 -16 74]
 NS 3-5  7.354e+00  [-272 2.454e-14 8.683e-13 2.497e-04]  [4 -15 73]
 NS 4-1  7.807e+00  [0 1.000e+00 4.270e+01 2.101e-04]  [3 -16 71]
 NS 4-2  8.337e+00  [-73 2.209e-04 9.434e-03 3.187e-04]  [4 -17 76]
 NS 4-3  8.864e+00  [-139 1.023e-07 4.368e-06 2.432e-04]  [4 -18 76]
 NS 4-4  9.386e+00  [-207 4.245e-11 1.813e-09 2.208e-04]  [4 -16 75]
 NS 4-5  9.936e+00  [-272 2.414e-14 1.031e-12 2.014e-04]  [4 -16 72]
 NS 5-1  1.037e+01  [0 1.000e+00 4.997e+01 2.594e-04]  [3 -17 71]
 NS 5-2  1.090e+01  [-71 2.617e-04 1.308e-02 2.538e-04]  [4 -18 75]
 NS 5-3  1.143e+01  [-136 1.448e-07 7.236e-06 1.935e-04]  [4 -18 76]
 NS 5-4  1.195e+01  [-204 5.836e-11 2.916e-09 2.131e-04]  [4 -16 76]
