---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  6.480e-01  [0 1.000e+00 1.000e+00 3.215e-04]  [5 -17 79]
 NS 1-2  1.192e+00  [-65 5.203e-04 5.203e-04 1.965e-04]  [4 -16 76]
 NS 1-3  1.744e+00  [-138 1.173e-07 1.173e-07 3.036e-04]  [4 -17 76]
 NS 1-4  2.275e+00  [-207 4.081e-11 4.081e-11 3.260e-04]  [4 -15 75]
 NS 1-5  2.703e+00  [-249 3.258e-13 3.258e-13 3.130e-04]  [3 -15 66]
 NS 2-1  3.169e+00  [0 1.000e+00 3.591e+01 2.262e-04]  [3 -16 71]
 NS 2-2  3.715e+00  [-72 2.292e-04 8.230e-03 2.515e-04]  [4 -17 76]
 NS 2-3  4.270e+00  [-143 6.854e-08 2.461e-06 2.278e-04]  [4 -18 76]
 NS 2-4  4.805e+00  [-214 1.828e-11 6.566e-10 2.511e-04]  [4 -15 75]
 NS 2-5  5.285e+00  [-283 6.807e-15 2.444e-13 2.368e-04]  [4 -16 71]
 NS 3-1  5.748e+00  [0 1.000e+00 3.519e+01 4.487e-04]  [3 -17 71]
 NS 3-2  6.293e+00  [-66 4.508e-04 1.586e-02 2.468e-04]  [4 -17 76]
 NS 3-3  6.835e+00  [-136 1.476e-07 5.192e-06 2.278e-04]  [4 -18 76]
 NS 3-4  7.377e+00  [-207 4.334e-11 1.525e-09 2.673e-04]  [4 -16 76]
 NS 3-5  7.906e+00  [-272 2.261e-14 7.955e-13 2.329e-04]  [4 -15 74]
 NS 4-1  8.287e+00  [0 1.000e+00 4.249e+01 9.825e-04]  [2 -18 66]
 NS 4-2  8.825e+00  [-60 9.844e-04 4.183e-02 3.054e-04]  [4 -18 76]
 NS 4-3  9.368e+00  [-127 4.204e-07 1.786e-05 2.300e-04]  [4 -18 76]
 NS 4-4  9.920e+00  [-196 1.576e-10 6.697e-09 2.301e-04]  [4 -16 76]
 NS 4-5  1.045e+01  [-263 6.477e-14 2.752e-12 2.628e-04]  [4 -16 72]
 NS 5-1  1.092e+01  [0 1.000e+00 4.904e+01 2.647e-04]  [3 -17 72]
 NS 5-2  1.147e+01  [-71 2.667e-04 1.308e-02 2.639e-04]  [4 -18 76]
 NS 5-3  1.203e+01  [-136 1.507e-07 7.389e-06 1.792e-04]  [4 -18 76]
