---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.274e+00  [0 1.000e+00 1.000e+00 2.768e-04]  [5 -17 84]
 NS 1-2  1.959e+00  [-67 4.009e-04 4.009e-04 9.379e-04]  [3 -17 69]
 NS 1-3  2.987e+00  [-128 3.796e-07 3.796e-07 2.102e-04]  [4 -20 79]
 NS 1-4  4.092e+00  [-200 9.110e-11 9.110e-11 2.400e-04]  [4 -16 82]
 NS 1-5  4.873e+00  [-248 3.661e-13 3.661e-13 2.942e-04]  [3 -17 73]
 NS 2-1  5.528e+00  [0 1.000e+00 3.589e+01 9.386e-04]  [2 -17 69]
 NS 2-2  6.586e+00  [-60 9.398e-04 3.373e-02 2.359e-04]  [4 -18 80]
 NS 2-3  7.666e+00  [-131 2.576e-07 9.245e-06 2.007e-04]  [4 -18 83]
 NS 2-4  8.749e+00  [-204 5.855e-11 2.101e-09 2.405e-04]  [4 -16 81]
 NS 2-5s 9.777e+00  [-275 1.741e-14 6.249e-13 2.511e-04]  [4 -16 79]
 NS 3-1  1.092e+01  [0 1.000e+00 3.547e+01 3.781e-04]  [3 -18 50]
 NS 3-2  1.195e+01  [-68 3.794e-04 1.346e-02 2.154e-04]  [4 -17 80]
 NS 3-3  1.307e+01  [-139 1.120e-07 3.973e-06 2.078e-04]  [4 -16 81]
 NS 3-4  1.416e+01  [-209 3.306e-11 1.173e-09 2.404e-04]  [4 -16 82]
 NS 3-5  1.502e+01  [-274 1.842e-14 6.532e-13 8.415e-04]  [3 -17 75]
 NS 4-1  1.563e+01  [0 1.000e+00 4.296e+01 8.325e-04]  [2 -19 66]
 NS 4-2  1.670e+01  [-61 8.329e-04 3.578e-02 2.761e-04]  [4 -18 81]
 NS 4-3  1.782e+01  [-129 3.408e-07 1.464e-05 1.964e-04]  [4 -18 81]
 NS 4-4  1.883e+01  [-199 1.065e-10 4.574e-09 1.982e-04]  [4 -16 80]
 NS 4-5s 1.964e+01  [-267 4.081e-14 1.753e-12 2.024e-04]  [4 -16 75]
 NS 5-1  2.095e+01  [0 1.000e+00 4.931e+01 2.346e-04]  [3 -18 59]
 NS 5-2  2.202e+01  [-72 2.353e-04 1.160e-02 2.378e-04]  [4 -19 81]
 NS 5-3  2.291e+01  [-137 1.388e-07 6.843e-06 7.783e-04]  [3 -18 78]
 NS 5-4  2.391e+01  [-198 1.166e-10 5.750e-09 2.504e-04]  [4 -18 80]
 NS 5-5  2.464e+01  [-260 9.687e-14 4.777e-12 7.413e-04]  [3 -17 71]
 NS 6-1  2.539e+01  [0 1.000e+00 6.376e+01 6.034e-04]  [2 -15 73]
 NS 6-2  2.642e+01  [-64 6.059e-04 3.863e-02 2.594e-04]  [4 -16 81]
 NS 6-3  2.730e+01  [-123 6.374e-07 4.064e-05 6.423e-04]  [3 -18 77]
 NS 6-4  2.817e+01  [-185 5.128e-10 3.270e-08 2.214e-04]  [4 -17 76]
 NS 6-5s 2.909e+01  [-246 4.787e-13 3.052e-11 7.247e-04]  [3 -16 76]
 NS 7-1  3.019e+01  [0 1.000e+00 8.112e+01 6.572e-04]  [2 -15 52]
 NS 7-2  3.122e+01  [-63 6.570e-04 5.330e-02 2.381e-04]  [4 -17 81]
 NS 7-3  3.205e+01  [-122 7.530e-07 6.108e-05 6.080e-04]  [3 -18 76]
 NS 7-4  3.304e+01  [-183 6.356e-10 5.156e-08 1.774e-04]  [4 -18 81]
 NS 7-5  3.393e+01  [-244 6.276e-13 5.091e-11 6.446e-04]  [3 -16 75]
 NS 8-1  3.466e+01  [0 1.000e+00 1.003e+02 3.035e-04]  [2 -18 73]
 NS 8-2  3.572e+01  [-70 3.060e-04 3.070e-02 2.338e-04]  [4 -17 82]
 NS 8-3  3.643e+01  [-127 4.109e-07 4.123e-05 5.442e-04]  [3 -16 73]
 NS 8-4  3.735e+01  [-187 4.398e-10 4.413e-08 9.848e-04]  [3 -17 79]
 NS 8-5s 3.847e+01  [-243 6.582e-13 6.603e-11 2.245e-04]  [4 -18 81]
 NS 9-1  3.941e+01  [0 1.000e+00 1.216e+02 3.907e-04]  [2 -17 43]
 NS 9-2  4.030e+01  [-68 3.914e-04 4.761e-02 2.449e-04]  [4 -17 76]
 NS 9-3  4.113e+01  [-124 6.147e-07 7.477e-05 5.990e-04]  [3 -18 76]
 NS 9-4  4.203e+01  [-183 7.065e-10 8.594e-08 9.004e-04]  [3 -17 78]
 NS 9-5  4.309e+01  [-238 1.156e-12 1.406e-10 1.771e-04]  [4 -18 80]
 NS 10-1  4.374e+01  [0 1.000e+00 1.432e+02 3.031e-04]  [2 -18 69]
 NS 10-2  4.458e+01  [-70 3.056e-04 4.376e-02 9.967e-04]  [3 -19 77]
 NS 10-3  4.544e+01  [-124 5.961e-07 8.537e-05 8.573e-04]  [3 -17 78]
 NS 10-4  4.649e+01  [-180 9.096e-10 1.303e-07 2.130e-04]  [4 -18 82]
 NS 10-5s 4.733e+01  [-235 1.650e-12 2.364e-10 5.569e-04]  [3 -16 74]
 NS 11-1  4.827e+01  [0 1.000e+00 1.659e+02 3.255e-04]  [2 -18 43]
 NS 11-2  4.931e+01  [-69 3.278e-04 5.439e-02 2.110e-04]  [4 -17 82]
 NS 11-3  5.019e+01  [-123 6.823e-07 1.132e-04 5.468e-04]  [3 -17 77]
 NS 11-4  5.107e+01  [-179 1.099e-09 1.824e-07 7.095e-04]  [3 -19 77]
 NS 11-5  5.195e+01  [-232 2.376e-12 3.943e-10 7.321e-04]  [3 -17 75]
 NS 12-1  5.267e+01  [0 1.000e+00 1.887e+02 3.038e-04]  [2 -18 73]
 NS 12-2  5.372e+01  [-70 3.074e-04 5.800e-02 1.928e-04]  [4 -17 82]
 NS 12-3  5.460e+01  [-122 7.349e-07 1.387e-04 4.932e-04]  [3 -17 79]
 NS 12-4  5.554e+01  [-177 1.364e-09 2.573e-07 6.234e-04]  [3 -19 80]
 NS 12-5s 5.649e+01  [-228 3.549e-12 6.696e-10 6.159e-04]  [3 -17 80]
 NS 13-1  5.752e+01  [0 1.000e+00 2.119e+02 3.060e-04]  [2 -18 50]
 NS 13-2  5.861e+01  [-70 3.103e-04 6.577e-02 1.989e-04]  [4 -17 81]
 NS 13-3  5.954e+01  [-121 8.720e-07 1.848e-04 5.190e-04]  [3 -17 81]
