---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  5.680e-01  [0 1.000e+00 1.000e+00 3.267e-04]  [5 -17 79]
 NS 1-2  9.950e-01  [-65 5.475e-04 5.475e-04 9.968e-04]  [3 -17 71]
 NS 1-3  1.502e+00  [-125 5.477e-07 5.477e-07 2.953e-04]  [4 -18 76]
 NS 1-4  2.002e+00  [-194 1.790e-10 1.790e-10 3.521e-04]  [4 -15 76]
 NS 1-5  2.407e+00  [-249 3.192e-13 3.192e-13 5.684e-04]  [3 -17 68]
 NS 2-1  2.828e+00  [0 1.000e+00 3.546e+01 2.364e-04]  [3 -17 71]
 NS 2-2  3.331e+00  [-72 2.398e-04 8.503e-03 2.923e-04]  [4 -16 76]
 NS 2-3  3.834e+00  [-141 8.302e-08 2.944e-06 3.176e-04]  [4 -16 76]
 NS 2-4  4.323e+00  [-210 3.059e-11 1.085e-09 3.137e-04]  [4 -15 75]
 NS 2-5  4.780e+00  [-278 1.159e-14 4.111e-13 2.824e-04]  [4 -16 72]
 NS 3-1  5.202e+00  [0 1.000e+00 3.468e+01 4.475e-04]  [3 -17 72]
 NS 3-2  5.704e+00  [-66 4.500e-04 1.561e-02 2.490e-04]  [4 -16 76]
 NS 3-3  6.207e+00  [-136 1.566e-07 5.432e-06 2.914e-04]  [4 -17 76]
 NS 3-4  6.699e+00  [-205 5.535e-11 1.920e-09 3.556e-04]  [4 -16 75]
 NS 3-5  7.194e+00  [-271 2.726e-14 9.454e-13 3.122e-04]  [4 -16 74]
 NS 4-1  7.545e+00  [0 1.000e+00 4.179e+01 9.726e-04]  [2 -18 66]
 NS 4-2  8.034e+00  [-60 9.754e-04 4.076e-02 3.062e-04]  [4 -17 75]
 NS 4-3  8.540e+00  [-126 4.504e-07 1.882e-05 3.181e-04]  [4 -17 76]
 NS 4-4  9.035e+00  [-194 1.985e-10 8.295e-09 2.885e-04]  [4 -16 75]
 NS 4-5  9.536e+00  [-260 9.674e-14 4.043e-12 2.964e-04]  [4 -16 74]
 NS 5-1  9.963e+00  [0 1.000e+00 4.908e+01 2.575e-04]  [3 -17 71]
 NS 5-2  1.046e+01  [-71 2.598e-04 1.275e-02 2.461e-04]  [4 -18 76]
 NS 5-3  1.097e+01  [-136 1.460e-07 7.165e-06 2.281e-04]  [4 -16 76]
 NS 5-4  1.147e+01  [-204 6.235e-11 3.060e-09 2.792e-04]  [4 -16 76]
 NS 5-5s 1.196e+01  [-267 4.024e-14 1.975e-12 2.739e-04]  [4 -15 74]
 NS 6-1  1.256e+01  [0 1.000e+00 6.322e+01 6.262e-04]  [2 -15 37]
 NS 6-2  1.306e+01  [-64 6.284e-04 3.972e-02 2.824e-04]  [4 -15 76]
 NS 6-3  1.349e+01  [-122 7.805e-07 4.934e-05 7.873e-04]  [3 -17 72]
