---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  7.430e-01  [0 1.000e+00 1.000e+00 3.410e-04]  [5 -17 80]
 NS 1-2  1.387e+00  [-64 5.949e-04 5.949e-04 1.942e-04]  [4 -17 77]
 NS 1-3  2.028e+00  [-137 1.300e-07 1.300e-07 2.870e-04]  [4 -17 76]
 NS 1-4  2.652e+00  [-207 4.200e-11 4.200e-11 3.441e-04]  [4 -14 76]
 NS 1-5  3.147e+00  [-248 3.659e-13 3.659e-13 3.085e-04]  [3 -16 68]
 NS 2-1  3.691e+00  [0 1.000e+00 3.768e+01 2.436e-04]  [3 -16 73]
 NS 2-2  4.351e+00  [-72 2.471e-04 9.310e-03 2.731e-04]  [4 -15 77]
 NS 2-3  5.025e+00  [-142 7.763e-08 2.925e-06 2.868e-04]  [4 -17 76]
 NS 2-4  5.652e+00  [-211 2.598e-11 9.788e-10 2.988e-04]  [4 -15 76]
 NS 2-5  6.286e+00  [-280 9.600e-15 3.617e-13 3.146e-04]  [4 -16 73]
 NS 3-1  6.834e+00  [0 1.000e+00 3.667e+01 4.652e-04]  [3 -17 72]
 NS 3-2  7.473e+00  [-66 4.679e-04 1.716e-02 2.184e-04]  [4 -17 77]
 NS 3-3  8.118e+00  [-136 1.427e-07 5.231e-06 2.959e-04]  [4 -17 76]
 NS 3-4  8.758e+00  [-205 5.423e-11 1.989e-09 3.039e-04]  [4 -15 77]
 NS 3-5  9.361e+00  [-271 2.742e-14 1.005e-12 2.688e-04]  [4 -16 73]
 NS 4-1  9.906e+00  [0 1.000e+00 4.446e+01 2.080e-04]  [3 -16 72]
 NS 4-2  1.054e+01  [-73 2.199e-04 9.779e-03 3.042e-04]  [4 -17 77]
 NS 4-3  1.118e+01  [-139 1.031e-07 4.583e-06 3.156e-04]  [4 -17 77]
 NS 4-4  1.181e+01  [-206 4.774e-11 2.123e-09 2.933e-04]  [4 -15 76]
 NS 4-5  1.242e+01  [-270 2.911e-14 1.294e-12 2.488e-04]  [4 -16 74]
 NS 5-1  1.297e+01  [0 1.000e+00 5.055e+01 2.716e-04]  [3 -17 72]
 NS 5-2  1.360e+01  [-71 2.745e-04 1.387e-02 2.505e-04]  [4 -17 76]
 NS 5-3  1.424e+01  [-136 1.471e-07 7.437e-06 1.962e-04]  [4 -17 77]
 NS 5-4  1.488e+01  [-204 6.011e-11 3.038e-09 2.141e-04]  [4 -16 77]
 NS 5-5s 1.553e+01  [-267 4.332e-14 2.190e-12 2.203e-04]  [4 -16 75]
 NS 6-1  1.628e+01  [0 1.000e+00 6.551e+01 6.335e-04]  [2 -15 39]
 NS 6-2  1.692e+01  [-63 6.354e-04 4.163e-02 2.310e-04]  [4 -16 77]
 NS 6-3  1.746e+01  [-122 7.198e-07 4.715e-05 6.662e-04]  [3 -17 72]
 NS 6-4  1.811e+01  [-184 5.906e-10 3.869e-08 2.376e-04]  [4 -17 77]
 NS 6-5  1.866e+01  [-247 4.443e-13 2.911e-11 9.304e-04]  [3 -16 72]
 NS 7-1  1.910e+01  [0 1.000e+00 8.349e+01 6.688e-04]  [2 -15 66]
 NS 7-2  1.974e+01  [-63 6.694e-04 5.589e-02 2.554e-04]  [4 -16 77]
 NS 7-3  2.025e+01  [-119 1.010e-06 8.428e-05 5.714e-04]  [3 -17 71]
 NS 7-4  2.089e+01  [-181 8.467e-10 7.069e-08 2.250e-04]  [4 -18 77]
 NS 7-5  2.152e+01  [-242 7.563e-13 6.314e-11 2.164e-04]  [4 -16 75]
 NS 8-1  2.196e+01  [0 1.000e+00 1.031e+02 3.061e-04]  [2 -18 66]
 NS 8-2  2.259e+01  [-70 3.110e-04 3.207e-02 2.234e-04]  [4 -17 76]
 NS 8-3  2.313e+01  [-127 4.339e-07 4.475e-05 5.988e-04]  [3 -17 73]
 NS 8-4  2.378e+01  [-187 4.367e-10 4.504e-08 1.797e-04]  [4 -18 77]
 NS 8-5  2.433e+01  [-246 4.951e-13 5.106e-11 7.021e-04]  [3 -17 71]
 NS 9-1  2.477e+01  [0 1.000e+00 1.251e+02 3.876e-04]  [2 -17 66]
 NS 9-2  2.541e+01  [-68 3.909e-04 4.891e-02 2.744e-04]  [4 -16 76]
 NS 9-3  2.595e+01  [-122 7.231e-07 9.049e-05 6.968e-04]  [3 -17 72]
 NS 9-4  2.659e+01  [-180 8.997e-10 1.126e-07 1.812e-04]  [4 -18 77]
 NS 9-5  2.712e+01  [-238 1.245e-12 1.558e-10 8.258e-04]  [3 -16 70]
 NS 10-1  2.755e+01  [0 1.000e+00 1.472e+02 2.964e-04]  [2 -18 66]
 NS 10-2  2.819e+01  [-70 3.030e-04 4.461e-02 1.920e-04]  [4 -17 77]
 NS 10-3  2.876e+01  [-126 4.510e-07 6.639e-05 7.491e-04]  [3 -17 71]
 NS 10-4  2.940e+01  [-182 7.165e-10 1.055e-07 1.766e-04]  [4 -18 77]
 NS 10-5s 2.997e+01  [-237 1.262e-12 1.858e-10 6.638e-04]  [3 -16 71]
 NS 11-1  3.069e+01  [0 1.000e+00 1.706e+02 3.202e-04]  [2 -18 40]
 NS 11-2  3.132e+01  [-69 3.273e-04 5.585e-02 2.390e-04]  [4 -16 77]
 NS 11-3  3.187e+01  [-123 6.848e-07 1.168e-04 7.670e-04]  [3 -17 73]
 NS 11-4  3.241e+01  [-178 1.213e-09 2.070e-07 9.672e-04]  [3 -17 72]
 NS 11-5  3.306e+01  [-231 2.633e-12 4.492e-10 1.737e-04]  [4 -18 76]
 NS 12-1  3.349e+01  [0 1.000e+00 1.940e+02 2.980e-04]  [2 -18 65]
 NS 12-2  3.412e+01  [-70 3.082e-04 5.978e-02 2.118e-04]  [4 -17 76]
 NS 12-3  3.466e+01  [-123 6.813e-07 1.321e-04 7.504e-04]  [3 -17 73]
 NS 12-4  3.521e+01  [-177 1.404e-09 2.723e-07 8.918e-04]  [3 -18 73]
 NS 12-5  3.577e+01  [-229 3.540e-12 6.866e-10 9.567e-04]  [3 -17 72]
 NS 13-1  3.621e+01  [0 1.000e+00 2.179e+02 3.010e-04]  [2 -18 66]
 NS 13-2  3.685e+01  [-70 3.134e-04 6.826e-02 2.204e-04]  [4 -17 77]
 NS 13-3  3.739e+01  [-121 8.246e-07 1.796e-04 7.513e-04]  [3 -17 72]
 NS 13-4  3.794e+01  [-174 1.917e-09 4.177e-07 8.338e-04]  [3 -18 72]
 NS 13-5  3.849e+01  [-225 5.468e-12 1.191e-09 9.382e-04]  [3 -16 71]
 NS 14-1  3.893e+01  [0 1.000e+00 2.416e+02 2.943e-04]  [2 -18 66]
 NS 14-2  3.956e+01  [-70 3.099e-04 7.489e-02 2.129e-04]  [4 -17 77]
 NS 14-3  4.011e+01  [-120 9.145e-07 2.210e-04 7.323e-04]  [3 -17 73]
 NS 14-4  4.065e+01  [-172 2.409e-09 5.822e-07 7.707e-04]  [3 -17 73]
 NS 14-5  4.121e+01  [-221 8.064e-12 1.949e-09 9.025e-04]  [3 -16 71]
 NS 15-1  4.164e+01  [0 1.000e+00 2.655e+02 2.937e-04]  [2 -18 66]
 NS 15-2  4.228e+01  [-70 3.127e-04 8.303e-02 2.121e-04]  [4 -17 77]
 NS 15-3  4.282e+01  [-119 1.049e-06 2.785e-04 7.278e-04]  [3 -17 72]
 NS 15-4  4.336e+01  [-170 3.103e-09 8.240e-07 7.268e-04]  [3 -18 72]
 NS 15-5s 4.391e+01  [-218 1.200e-11 3.187e-09 8.693e-04]  [3 -16 71]
 NS 16-1  4.463e+01  [0 1.000e+00 2.892e+02 2.913e-04]  [2 -18 40]
 NS 16-2  4.527e+01  [-70 3.142e-04 9.089e-02 2.089e-04]  [4 -17 77]
