---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  1.005e+00  [0 1.000e+00 1.000e+00 2.749e-04]  [5 -17 82]
 NS 1-2  1.835e+00  [-68 3.753e-04 3.753e-04 1.967e-04]  [4 -17 77]
 NS 1-3  2.681e+00  [-141 8.806e-08 8.806e-08 3.029e-04]  [4 -16 78]
 NS 1-4  3.436e+00  [-210 2.910e-11 2.910e-11 2.971e-04]  [4 -15 74]
 NS 1-5  4.034e+00  [-249 3.502e-13 3.502e-13 2.003e-04]  [3 -17 67]
 NS 2-1  4.634e+00  [0 1.000e+00 3.427e+01 9.968e-04]  [2 -17 69]
 NS 2-2  5.491e+00  [-60 9.977e-04 3.419e-02 2.308e-04]  [4 -18 77]
 NS 2-3  6.324e+00  [-131 2.703e-07 9.263e-06 2.291e-04]  [4 -17 78]
 NS 2-4  7.140e+00  [-203 6.809e-11 2.333e-09 2.788e-04]  [4 -16 76]
 NS 2-5s 7.909e+00  [-273 2.136e-14 7.321e-13 2.902e-04]  [4 -16 73]
 NS 3-1  8.949e+00  [0 1.000e+00 3.394e+01 3.970e-04]  [3 -17 50]
 NS 3-2  9.826e+00  [-68 3.981e-04 1.351e-02 2.071e-04]  [4 -17 79]
 NS 3-3  1.059e+01  [-138 1.167e-07 3.961e-06 2.340e-04]  [4 -17 74]
 NS 3-4  1.145e+01  [-208 3.707e-11 1.258e-09 2.795e-04]  [4 -16 77]
 NS 3-5  1.227e+01  [-273 2.005e-14 6.807e-13 2.361e-04]  [4 -16 75]
 NS 4-1  1.285e+01  [0 1.000e+00 4.094e+01 8.945e-04]  [2 -18 66]
 NS 4-2  1.367e+01  [-60 8.945e-04 3.662e-02 2.674e-04]  [4 -18 76]
 NS 4-3  1.450e+01  [-129 3.512e-07 1.438e-05 2.237e-04]  [4 -18 77]
 NS 4-4  1.519e+01  [-198 1.173e-10 4.803e-09 2.412e-04]  [4 -16 73]
 NS 4-5s 1.585e+01  [-266 4.909e-14 2.010e-12 2.440e-04]  [4 -16 73]
