---------------------------------------------------------------------
 Eq     N-i     T       dB  Ri/R1   Ri/R0    R/Ri     lsIt   dB  %t
---------------------------------------------------------------------
 NS 1-1  8.680e-01  [0 1.000e+00 1.000e+00 2.954e-04]  [5 -17 79]
 NS 1-2  1.644e+00  [-67 3.995e-04 3.995e-04 1.907e-04]  [4 -17 76]
 NS 1-3  2.414e+00  [-140 9.118e-08 9.118e-08 2.908e-04]  [4 -16 77]
 NS 1-4  3.153e+00  [-210 2.843e-11 2.843e-11 3.300e-04]  [4 -15 76]
 NS 1-5  3.769e+00  [-249 3.257e-13 3.257e-13 2.573e-04]  [3 -16 68]
 NS 2-1  4.384e+00  [0 1.000e+00 3.602e+01 1.992e-04]  [3 -16 70]
 NS 2-2  5.148e+00  [-73 2.006e-04 7.224e-03 2.500e-04]  [4 -17 75]
 NS 2-3  5.897e+00  [-144 5.646e-08 2.034e-06 2.508e-04]  [4 -17 76]
 NS 2-4  6.619e+00  [-216 1.567e-11 5.644e-10 2.808e-04]  [4 -15 74]
 NS 2-5s 7.342e+00  [-284 6.307e-15 2.272e-13 2.541e-04]  [4 -17 75]
 NS 3-1  8.327e+00  [0 1.000e+00 3.564e+01 4.130e-04]  [3 -17 46]
 NS 3-2  9.132e+00  [-67 4.141e-04 1.476e-02 2.435e-04]  [4 -18 77]
 NS 3-3  9.891e+00  [-137 1.294e-07 4.613e-06 2.254e-04]  [4 -16 75]
 NS 3-4  1.067e+01  [-209 3.515e-11 1.253e-09 2.592e-04]  [4 -16 77]
 NS 3-5  1.131e+01  [-274 1.917e-14 6.834e-13 9.503e-04]  [3 -17 69]
 NS 4-1  1.188e+01  [0 1.000e+00 4.307e+01 8.924e-04]  [2 -18 67]
 NS 4-2  1.265e+01  [-60 8.925e-04 3.844e-02 2.822e-04]  [4 -18 77]
 NS 4-3  1.347e+01  [-128 3.570e-07 1.538e-05 1.950e-04]  [4 -18 78]
 NS 4-4  1.427e+01  [-199 1.101e-10 4.742e-09 2.211e-04]  [4 -16 78]
 NS 4-5s 1.504e+01  [-267 4.358e-14 1.877e-12 2.510e-04]  [4 -16 74]
 NS 5-1  1.606e+01  [0 1.000e+00 4.988e+01 2.500e-04]  [3 -17 50]
 NS 5-2  1.687e+01  [-72 2.505e-04 1.249e-02 2.450e-04]  [4 -19 78]
 NS 5-3  1.751e+01  [-137 1.392e-07 6.944e-06 9.412e-04]  [3 -17 73]
 NS 5-4  1.834e+01  [-197 1.368e-10 6.826e-09 2.693e-04]  [4 -17 79]
 NS 5-5  1.912e+01  [-259 1.021e-13 5.091e-12 2.189e-04]  [4 -16 76]
 NS 6-1  1.969e+01  [0 1.000e+00 6.435e+01 6.086e-04]  [2 -15 68]
 NS 6-2  2.043e+01  [-64 6.109e-04 3.931e-02 2.560e-04]  [4 -16 76]
 NS 6-3  2.107e+01  [-124 5.943e-07 3.825e-05 6.755e-04]  [3 -18 72]
 NS 6-4  2.183e+01  [-186 4.737e-10 3.048e-08 2.316e-04]  [4 -17 76]
 NS 6-5s 2.246e+01  [-248 3.936e-13 2.533e-11 8.310e-04]  [3 -16 70]
 NS 7-1  2.329e+01  [0 1.000e+00 8.208e+01 6.513e-04]  [2 -15 39]
 NS 7-2  2.402e+01  [-63 6.512e-04 5.345e-02 2.543e-04]  [4 -17 75]
 NS 7-3  2.466e+01  [-123 6.768e-07 5.555e-05 5.702e-04]  [3 -18 74]
 NS 7-4  2.544e+01  [-185 5.364e-10 4.402e-08 1.902e-04]  [4 -18 76]
 NS 7-5  2.612e+01  [-245 5.184e-13 4.255e-11 7.986e-04]  [3 -16 71]
 NS 8-1  2.665e+01  [0 1.000e+00 1.014e+02 3.121e-04]  [2 -18 67]
 NS 8-2  2.739e+01  [-70 3.145e-04 3.190e-02 2.421e-04]  [4 -17 75]
